,id,title,type,status,yes,no,veto,abstain,no_vote,count,most_vote,most_vote_ratio
100,378,Osmosis Support Lab Funding Round December 2022  February 2023,CommunityPoolSpend,PASSED,67.0,4.0,1.0,17.0,28.0,117.0,yes,0.5726495726495726
101,376,Phase out Incentives on Low Revenue Pools,Text,PASSED,61.0,9.0,0.0,16.0,33.0,119.0,yes,0.5126050420168067
102,375,Proposal on Transferring ION to ION DAO Treasury,CommunityPoolSpend,PASSED,53.0,4.0,0.0,31.0,30.0,118.0,yes,0.4491525423728814
103,372,Match External Incentives to extended STARSOSMO and ATOMSTARS pairs,Text,PASSED,65.0,9.0,3.0,21.0,22.0,120.0,yes,0.5416666666666666
104,367,Revive IBC Client to Dig,ClientUpdate,PASSED,49.0,1.0,0.0,27.0,39.0,116.0,yes,0.4224137931034483
105,365,Signaling Proposal for ISTOSMO External Incentive Match,Text,PASSED,71.0,6.0,0.0,17.0,24.0,118.0,yes,0.6016949152542372
106,362,Osmosis Grants Program OGP Renewal,Text,PASSED,36.0,24.0,7.0,27.0,25.0,119.0,yes,0.3025210084033613
107,352,Signalling Proposal for LIKEOSMO External Incentive Match,Text,PASSED,34.0,21.0,0.0,27.0,35.0,117.0,no_vote,0.29914529914529914
108,350,Match External Incentives for GRAV incentivised pairs,Text,PASSED,26.0,26.0,0.0,34.0,31.0,117.0,abstain,0.2905982905982906
109,349,Remove Incentives from OSMOROWAN 629,UpdatePoolIncentives,PASSED,51.0,2.0,0.0,38.0,27.0,118.0,yes,0.4322033898305085
110,343,Upload Autonomy Network StopsLimits Wrapper Contract,StoreCode,REJECTED,30.0,48.0,1.0,15.0,24.0,118.0,no,0.4067796610169492
111,342,Upload Autonomy Network Regsitry Stake Contract,StoreCode,REJECTED,29.0,48.0,1.0,15.0,25.0,118.0,no,0.4067796610169492
112,339,Upload Apollo Liquid Staking Contract,StoreCode,PASSED,19.0,14.0,4.0,34.0,42.0,113.0,no_vote,0.37168141592920356
113,326,Signalling Proposal for OSMOBLD pool 795 incentivised pool,Text,PASSED,53.0,7.0,0.0,22.0,35.0,117.0,yes,0.452991452991453
114,323,Signalling Proposal Removal of incentives from pool 690 MNTLOSMO,Text,PASSED,48.0,2.0,0.0,20.0,43.0,113.0,yes,0.4247787610619469
115,320,Remove blockedgo from Osmosis,Text,REJECTED,7.0,31.0,3.0,39.0,34.0,114.0,abstain,0.34210526315789475
116,317,Signalling Proposal Removal of incentives on pools 600 ATOMCMDX  601 CMDXOSMO,SuperfluidAssets,PASSED,37.0,4.0,0.0,39.0,33.0,113.0,abstain,0.34513274336283184
117,316,ION DAO Store DAO contracts code,StoreCode,PASSED,59.0,1.0,0.0,18.0,36.0,114.0,yes,0.5175438596491229
118,315,ION DAO Store staking contracts code,StoreCode,PASSED,64.0,1.0,0.0,19.0,32.0,116.0,yes,0.5517241379310345
119,309,Signaling Proposal for GLTOOSMO 778 incentivized pool,Text,REJECTED,3.0,59.0,3.0,12.0,38.0,115.0,no,0.5130434782608696
120,307,Match external ECH incentives on ECHOSMO 747,Text,REJECTED,1.0,24.0,48.0,14.0,31.0,118.0,veto,0.4067796610169492
121,306,ION DAO Store DAO contracts code,StoreCode,REJECTED,8.0,44.0,0.0,11.0,49.0,112.0,no_vote,0.4375
122,305,ION DAO Store staking contracts code,StoreCode,REJECTED,8.0,51.0,0.0,12.0,42.0,113.0,no,0.45132743362831856
123,295,Signalling Proposal for OSMOLINK731 incentivised pool,Text,PASSED,57.0,4.0,0.0,22.0,35.0,118.0,yes,0.4830508474576271
124,294,Signalling Proposal for OSMOINJ 725 incentivised pool,Text,PASSED,36.0,22.0,0.0,27.0,33.0,118.0,yes,0.3050847457627119
125,281,Signalling Proposal for OSMOKAVA730 incentivised pools,Text,PASSED,43.0,5.0,0.0,21.0,44.0,113.0,no_vote,0.3893805309734513
126,277,Gift to Osmosis stakeholders,Text,REJECTED,5.0,16.0,57.0,5.0,33.0,116.0,veto,0.49137931034482757
127,276, Match XPRT External Incentives for Pools XPRTUSDC719  XPRTOSMO15,Text,PASSED,35.0,18.0,0.0,24.0,37.0,114.0,no_vote,0.32456140350877194
128,273,Phase out Incentives on smaller Other Category pools,Text,PASSED,45.0,5.0,0.0,26.0,38.0,114.0,yes,0.39473684210526316
129,271,Manual Incentive Adjustment  resubmission,UpdatePoolIncentives,PASSED,37.0,18.0,1.0,25.0,35.0,116.0,yes,0.31896551724137934
130,270,Match External Incentives on OSMOMNTL 690,Text,PASSED,21.0,25.0,0.0,35.0,34.0,115.0,abstain,0.30434782608695654
131,267,Manual Incentive Adjustment  Completely remove incentives for various pools,UpdatePoolIncentives,REJECTED,8.0,57.0,0.0,22.0,31.0,118.0,no,0.4830508474576271
132,262,Match external incentives on OSMO LIKE Pool 553,Text,REJECTED,10.0,29.0,0.0,39.0,38.0,116.0,abstain,0.33620689655172414
133,261,Signalling proposal for MEME incentivized pools,Text,REJECTED,7.0,49.0,0.0,19.0,38.0,113.0,no,0.4336283185840708
134,256,Fix IBC transfers between Lum Network and Osmosis,ClientUpdate,FAILED,46.0,31.0,0.0,4.0,35.0,116.0,yes,0.39655172413793105
135,251,Osmosis Ministry of Marketing Funding Round June  November 2022,CommunityPoolSpend,PASSED,52.0,7.0,0.0,28.0,31.0,118.0,yes,0.4406779661016949
136,243,Enable Superfluid for XPRTOSMO pool 15,SuperfluidAssets,PASSED,51.0,5.0,2.0,19.0,37.0,114.0,yes,0.4473684210526316
137,242, Match XPRT External Incentives for XPRTUSDC pool 719,Text,PASSED,38.0,16.0,2.0,20.0,37.0,113.0,yes,0.336283185840708
138,241,Enable Superfluid for XPRTOSMO pool 15,Text,PASSED,47.0,9.0,2.0,19.0,37.0,114.0,yes,0.41228070175438597
139,237,Signalling proposal for incentivized osmoglx pool,Text,REJECTED,3.0,28.0,0.0,48.0,36.0,115.0,abstain,0.41739130434782606
140,232,Reduction of Voting Period to 2 Days,ParameterChange,REJECTED,9.0,57.0,0.0,10.0,37.0,113.0,no,0.504424778761062
141,220, Match PSTAKE External Incentives for Pools 648,Text,PASSED,36.0,12.0,0.0,22.0,42.0,112.0,no_vote,0.375
142,216,Signalling Proposal for AssetMantle Incentivised pool,Text,PASSED,51.0,20.0,0.0,23.0,24.0,118.0,yes,0.4322033898305085
143,211,Signalling Proposal for Fetchai Incentivised pool,Text,PASSED,63.0,10.0,0.0,18.0,27.0,118.0,yes,0.5338983050847458
