,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Imperatorco,StakeWithUs,BHarvest,Provalidator,Crosnest,Chorus One,Swiss Staking,01node,Ping,0basevc,NodeStake,Figment,Kahuna,Nocturnal Labs,Kalia Network,ECO Stake ,Citadelone,Informal Systems, LavenderFive Nodes ,KingSuper,Frens ,Cosmostation,NodesGuru,Coinage x DAIC,Dora Factory,blockscape,Keplr,Stakecito,polkachucom,Meria,PRO Delegators,Interstellar Lounge ,DELIGHT,DSRV,Blockdaemon,DACM,strangelove,Allnodes,Everstake,Enigma,HashKey Cloud, ,Validatriumcom,DO NOT DELEGATE,Bit Cat,P2PORG  P2P Validator,TTT ,coinhallorg ,Kiln,Luganodes,InfStones,CEXIO Validator,Ex Machina,purple fog,Validation Cloud,Smart Stake   5 max,Tan,StakeCraft,Decommissioned  Delegate Away,CryptoCrew X Defi Dojo,Orbital Command,    Kingnodes ,0 Fee until 2025  Cosmic Validator, Silk Nodes,  RHINO,LTP,  AutoStake  StakeDrops,Pareto,Sunsetting please redelegate Forbole,Crypto Learning Club  dYdX Validator,Cosmic Nexus,BwareLabs,DragonStake ,StableLab,Staker Space,Ledger by Meria,santorini,Skycatcher,XMG Capital,Nodeplus,AUDITone,Polychain,OWALLET,high_similarity_voters
30,PRO Delegators,2,9,0,4,0,15,15,15,6,5,0.4,0.3333333333333333,1.0,7,0.3333333333333333,0.06666666666666667,0.0,0.2,0.5333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.4,0.0,0.13333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.2,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.2,0.4,0.2,0.0,0.2,0.2,0.26666666666666666,0.2,1.0,0.4,0.0,0.0,0.0,0.2,0.13333333333333333,0.2,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.4,0.13333333333333333,0.2,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.2,0.06666666666666667,0.0,0.06666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.2,0.2,0.13333333333333333,0.0,0.26666666666666666,0.13333333333333333,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.26666666666666666,0.2,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.0,0.2,0.13333333333333333,['CryptoCrew X Defi Dojo']
31,Interstellar Lounge ,11,1,0,3,0,15,15,15,12,6,0.8,0.4,1.0,6,0.7333333333333333,0.3333333333333333,0.0,0.4666666666666667,0.2,0.4,0.06666666666666667,0.0,0.2,0.5333333333333333,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.2,0.7333333333333333,0.4,0.5333333333333333,0.4666666666666667,0.2,0.6,0.4,0.26666666666666666,0.4,0.26666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.5333333333333333,0.7333333333333333,0.4,1.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.4666666666666667,0.5333333333333333,0.6666666666666666,0.13333333333333333,0.5333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0,0.4,0.26666666666666666,0.3333333333333333,0.4,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.3333333333333333,0.0,0.5333333333333333,0.4,0.4666666666666667,0.3333333333333333,0.13333333333333333,0.7333333333333333,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.2,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.6666666666666666,0.0,0.2,0.2,"['Imperatorco', 'ECO Stake ', 'Frens ', 'Stakecito', 'Meria', 'Allnodes', 'Validation Cloud', '  AutoStake  StakeDrops', 'Nodeplus']"
32,DELIGHT,1,2,0,3,0,6,6,15,2,2,0.3333333333333333,0.3333333333333333,0.4,7,0.2,0.13333333333333333,0.0,0.06666666666666667,0.0,0.26666666666666666,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.2,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,0.13333333333333333,0.0,0.26666666666666666,0.2,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.2,0.2,0.13333333333333333,0.0,0.06666666666666667,1.0,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.06666666666666667,0.2,0.2,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.2,0.0,0.0,0.2,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.2,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,[]
33,DSRV,1,0,0,0,4,1,5,15,0,0,0.0,0.0,0.06666666666666667,3,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,1.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.2,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
34,Blockdaemon,3,1,0,0,11,4,15,15,2,2,0.13333333333333333,0.13333333333333333,0.26666666666666666,3,0.13333333333333333,0.2,0.7333333333333333,0.2,0.0,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.3333333333333333,0.0,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.2,0.0,0.2,0.13333333333333333,0.13333333333333333,0.0,0.3333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.2,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.26666666666666666,1.0,0.13333333333333333,0.2,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.7333333333333333,0.0,0.0,0.6666666666666666,0.2,0.0,0.06666666666666667,0.2,0.13333333333333333,0.4,0.2,0.0,0.0,0.13333333333333333,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.13333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.4,0.5333333333333333,0.2,0.5333333333333333,0.0,0.13333333333333333,0.0,0.4,0.0,0.0,0.0,0.2,0.06666666666666667,0.2,0.0,0.0,"['BHarvest', ' ', 'Bit Cat']"
35,DACM,5,1,0,3,0,9,9,15,7,6,0.7777777777777778,0.6666666666666666,0.6,4,0.5333333333333333,0.13333333333333333,0.0,0.2,0.06666666666666667,0.2,0.0,0.0,0.06666666666666667,0.26666666666666666,0.0,0.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.4666666666666667,0.26666666666666666,0.4,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.2,0.2,0.2,0.0,0.2,0.3333333333333333,0.4,0.4,0.2,0.4666666666666667,0.13333333333333333,0.0,0.13333333333333333,1.0,0.3333333333333333,0.4,0.0,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,0.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.26666666666666666,0.2,0.2,0.13333333333333333,0.0,0.4,0.06666666666666667,0.0,0.26666666666666666,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.06666666666666667,0.06666666666666667,0.4,0.0,0.13333333333333333,0.0,[]
36,strangelove,8,3,0,0,0,11,11,15,9,4,0.8181818181818182,0.36363636363636365,0.7333333333333333,1,0.6,0.13333333333333333,0.0,0.5333333333333333,0.13333333333333333,0.4666666666666667,0.0,0.0,0.06666666666666667,0.4,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,0.5333333333333333,0.4,0.5333333333333333,0.5333333333333333,0.06666666666666667,0.4666666666666667,0.4,0.13333333333333333,0.06666666666666667,0.2,0.0,0.4,0.6666666666666666,0.6,0.6,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.0,0.2,0.3333333333333333,1.0,0.4666666666666667,0.0,0.5333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.4666666666666667,0.06666666666666667,0.13333333333333333,0.4,0.2,0.06666666666666667,0.26666666666666666,0.2,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.4,0.2,0.4666666666666667,0.3333333333333333,0.0,0.4,0.13333333333333333,0.0,0.5333333333333333,0.4,0.0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.5333333333333333,0.0,0.13333333333333333,0.13333333333333333,"['Imperatorco', 'Stakecito', 'polkachucom', 'Meria']"
37,Allnodes,7,4,0,3,0,14,14,15,11,10,0.7857142857142857,0.7142857142857143,0.9333333333333333,3,0.7333333333333333,0.2,0.0,0.4666666666666667,0.06666666666666667,0.4666666666666667,0.0,0.0,0.13333333333333333,0.4,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.6,0.3333333333333333,0.5333333333333333,0.4,0.06666666666666667,0.5333333333333333,0.4666666666666667,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.0,0.4,0.6,0.5333333333333333,0.6,0.2,0.6666666666666666,0.13333333333333333,0.0,0.13333333333333333,0.4,0.4666666666666667,1.0,0.06666666666666667,0.5333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.06666666666666667,0.2,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.6,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.3333333333333333,0.0,0.6,0.2,0.6,0.3333333333333333,0.06666666666666667,0.6666666666666666,0.2,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.2,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.6,0.0,0.2,0.13333333333333333,"['Imperatorco', 'ECO Stake ', 'Stakecito', 'Meria', 'Interstellar Lounge ', 'Validation Cloud', '    Kingnodes ', ' Silk Nodes', '  AutoStake  StakeDrops', 'Nodeplus']"
38,Everstake,2,0,0,2,0,4,4,15,2,3,0.5,0.75,0.26666666666666666,6,0.06666666666666667,0.2,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0,0.13333333333333333,0.2,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.2,0.0,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,[]
39,Enigma,8,3,0,1,0,12,12,15,11,10,0.9166666666666666,0.8333333333333334,0.8,7,0.7333333333333333,0.13333333333333333,0.0,0.4,0.2,0.5333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.6,0.06666666666666667,0.2,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.6,0.4666666666666667,0.7333333333333333,0.4666666666666667,0.06666666666666667,0.5333333333333333,0.4666666666666667,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.0,0.4666666666666667,0.6666666666666666,0.7333333333333333,0.5333333333333333,0.26666666666666666,0.5333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.5333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,0.5333333333333333,0.06666666666666667,0.26666666666666666,0.4666666666666667,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.5333333333333333,0.2,0.06666666666666667,0.0,0.06666666666666667,0.2,0.0,0.6,0.26666666666666666,0.6,0.4,0.0,0.4666666666666667,0.13333333333333333,0.0,0.3333333333333333,0.2,0.0,0.3333333333333333,0.0,0.0,0.06666666666666667,0.2,0.26666666666666666,0.2,0.6,0.0,0.2,0.13333333333333333,"['Imperatorco', '0basevc', 'ECO Stake ', 'Informal Systems', 'Stakecito', 'polkachucom', '    Kingnodes ', ' Silk Nodes', 'Nodeplus']"
40,HashKey Cloud,6,0,0,2,0,8,8,15,6,7,0.75,0.875,0.5333333333333333,7,0.4,0.26666666666666666,0.0,0.3333333333333333,0.06666666666666667,0.5333333333333333,0.0,0.0,0.13333333333333333,0.4666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.2,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.4,0.13333333333333333,0.5333333333333333,0.4,0.2,0.2,0.2,0.06666666666666667,0.4,0.4666666666666667,0.3333333333333333,0.4,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.2,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.4,0.06666666666666667,0.0,0.2,0.26666666666666666,0.2,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.4,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.06666666666666667,0.0,[]
41, ,0,0,0,0,15,0,15,15,0,5,0.0,0.3333333333333333,0.0,1,0.0,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.4,0.0,0.0,0.6666666666666666,0.8,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.2,0.0,0.0,"['BHarvest', 'NodeStake', 'Blockdaemon', 'Bit Cat', 'Tan', 'Pareto', 'Sunsetting please redelegate Forbole', 'Staker Space']"
42,Validatriumcom,2,0,0,0,0,2,2,15,1,2,0.5,1.0,0.13333333333333333,2,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,[]
43,DO NOT DELEGATE,0,1,0,0,0,1,1,15,1,1,1.0,1.0,0.06666666666666667,2,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
44,Bit Cat,0,0,0,0,14,0,14,15,0,5,0.0,0.35714285714285715,0.0,1,0.0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.8,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.2,0.0,0.0,"['BHarvest', 'NodeStake', 'Blockdaemon', ' ', 'Tan', 'Pareto', 'Sunsetting please redelegate Forbole', 'Staker Space']"
45,P2PORG  P2P Validator,7,6,0,2,0,15,15,15,9,9,0.6,0.6,1.0,7,0.5333333333333333,0.2,0.0,0.5333333333333333,0.4,0.4666666666666667,0.0,0.06666666666666667,0.2,0.5333333333333333,0.0,0.13333333333333333,0.2,0.4666666666666667,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.06666666666666667,0.6666666666666666,0.4,0.26666666666666666,0.4,0.2,0.0,0.4,0.5333333333333333,0.6666666666666666,0.4666666666666667,0.4,0.4,0.13333333333333333,0.0,0.2,0.2,0.4666666666666667,0.3333333333333333,0.06666666666666667,0.5333333333333333,0.3333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,1.0,0.13333333333333333,0.2,0.5333333333333333,0.26666666666666666,0.13333333333333333,0.2,0.26666666666666666,0.13333333333333333,0.4,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.2,0.0,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.0,0.4,0.2,0.0,0.4,0.2,0.0,0.4,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.5333333333333333,0.0,0.13333333333333333,0.06666666666666667,"['Frens ', 'polkachucom']"
46,TTT ,4,0,0,0,0,4,4,15,3,4,0.75,1.0,0.26666666666666666,7,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.2,0.2,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,0.2,0.2,0.2,0.13333333333333333,0.0,0.2,0.06666666666666667,0.0,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,1.0,0.2,0.13333333333333333,0.2,0.06666666666666667,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,[]
47,coinhallorg ,7,0,0,7,0,14,14,15,5,7,0.35714285714285715,0.5,0.9333333333333333,6,0.26666666666666666,0.3333333333333333,0.0,0.2,0.2,0.4666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.6,0.0,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.4666666666666667,0.4,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.4,0.26666666666666666,0.5333333333333333,0.5333333333333333,0.13333333333333333,0.0,0.26666666666666666,0.3333333333333333,0.2,0.4,0.2,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0,0.2,0.2,1.0,0.4666666666666667,0.2,0.13333333333333333,0.2,0.2,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.3333333333333333,0.0,0.4,0.4666666666666667,0.13333333333333333,0.2,0.13333333333333333,0.4,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.3333333333333333,0.13333333333333333,0.2,0.2,0.0,0.13333333333333333,0.0,['0basevc']
48,Kiln,8,2,0,5,0,15,15,15,7,8,0.4666666666666667,0.5333333333333333,1.0,6,0.4,0.26666666666666666,0.0,0.4666666666666667,0.4,0.6,0.0,0.0,0.13333333333333333,0.6666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.4,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.06666666666666667,0.6,0.5333333333333333,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.6,0.6,0.4,0.3333333333333333,0.4,0.13333333333333333,0.0,0.2,0.2,0.4,0.26666666666666666,0.13333333333333333,0.4666666666666667,0.4,0.0,0.06666666666666667,0.0,0.0,0.5333333333333333,0.13333333333333333,0.4666666666666667,1.0,0.3333333333333333,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.13333333333333333,0.6666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.4,0.6,0.3333333333333333,0.2,0.0,0.26666666666666666,0.13333333333333333,0.0,0.3333333333333333,0.13333333333333333,0.0,0.3333333333333333,0.2,0.0,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.2,0.4,0.0,0.13333333333333333,0.13333333333333333,"['Chorus One', '0basevc', 'Frens ', 'Stakecito', 'polkachucom', 'Validation Cloud', '0 Fee until 2025  Cosmic Validator']"
49,Luganodes,6,1,0,1,0,8,8,15,3,4,0.375,0.5,0.5333333333333333,7,0.13333333333333333,0.13333333333333333,0.0,0.26666666666666666,0.2,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.2,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.2,0.26666666666666666,0.0,0.2,0.13333333333333333,0.0,0.13333333333333333,0.2,0.2,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.26666666666666666,0.2,0.2,0.3333333333333333,1.0,0.2,0.2,0.06666666666666667,0.06666666666666667,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,0.0,0.0,0.06666666666666667,[]
50,InfStones,4,0,0,0,7,4,11,15,2,8,0.18181818181818182,0.7272727272727273,0.26666666666666666,6,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.2,0.06666666666666667,0.0,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.0,0.0,0.2,0.2,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.0,0.4,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.4666666666666667,0.06666666666666667,0.0,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.2,1.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.4,0.4666666666666667,0.0,0.2,0.0,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.0,0.0,0.13333333333333333,0.3333333333333333,0.2,0.13333333333333333,0.0,0.06666666666666667,[]
