,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label, AutoStake  Slash Protected,StakeWithUs,BHarvest,Crosnest,SG1,Chorus One,Forbole,Bi23 Labs,kytzu,Notional, block pane ,stakefish,d3akashcloud,Figment,Oldcat, Stakepile,CLOSED,Citadelone,Frens ,Cosmostation,Kleomedes,Coinage x DAIC,polkachucom,Meria,Stakeflow,ChainLayer,DACM,Allnodes,PoS Node,SmartNodes,Quebec,MrK,Redelegate,Trust Nodes,Everstake,AlphaNodes,coaction,Please Redelegate,WeStaking,offline,Decloud Nodes Lab,ChainTools,0 Fee  ACI69  Airdrops,Consensus One, uGaenn ,Wetez,Validatriumcom,Inter Blockchain Services,Bit Cat,Easy 2 Stake,Nodeasycom,Huobi,ChainodeTech,Psycho Node,TRGC By Liquify,StakeSeeker by BTCS,europlots,P2PORG  P2P Validator,Colossus,Kiln,Luganodes,InfStones,Stir,Sunflower,Cryptostakecom ,CEXIO Validator,stake2earn,StakeCraft,Staked,Winter Validator,StakeLab,Anchor Staking,Masternode24de,KJINCio, CryptoCrew Validators IBCgang,BitNordic,Kiki Finance,openstakenet,OtterSync,Bitference,clubwfh,Validator Deprecated and Merged Please redelagate to AtlasStaking, EarnStash,DECOMMISSIONED AUDITone,Asteroid,0 Fee  Stakewollecom,cyberp3810,Stakincom ,SUNREN  0 Fee,DeCrypto,MKVone,Redelegate before 10072022,NBG,0 Fee MPress,funky,Inactive  Please Redelegate, KysenPool,Insight Finance,KAVAxAiden  High Staking Reward,Bitget  0 Fee,validator closing  please redelgate,Moonshinecc Validation  CM1,0 Fee to 2023  Avaultocom,vinividivici,MANTRA DAO,Stakebg,CLOSED decentralizehk  DHK dao,NQ4NET,DEXhybrid,DelosNode,BNB48Club,0 Fee to TOP 1   meleaxyz ,Atlas Staking  Auto compound rewards ,HbStaking,JupiterIAM,IvoryTower,Ystad,Share Staker  Airdrop  Check Web,101,BoxedCloudnet  0 until 2024,REDELEGATEPrometey,0 Fee  NymbusNode,POSTHUMAN,Staking4All,kavamainnetsk,high_similarity_voters
25,ChainLayer,20,4,0,8,0,32,32,43,19,22,0.59375,0.6875,0.7441860465116279,3,0.5116279069767442,0.46511627906976744,0.46511627906976744,0.23255813953488372,0.06976744186046512,0.4418604651162791,0.27906976744186046,0.2558139534883721,0.0,0.18604651162790697,0.11627906976744186,0.023255813953488372,0.27906976744186046,0.0,0.2558139534883721,0.06976744186046512,0.0,0.46511627906976744,0.20930232558139536,0.46511627906976744,0.20930232558139536,0.20930232558139536,0.4186046511627907,0.16279069767441862,0.20930232558139536,1.0,0.23255813953488372,0.3023255813953488,0.3488372093023256,0.023255813953488372,0.06976744186046512,0.09302325581395349,0.3488372093023256,0.06976744186046512,0.13953488372093023,0.046511627906976744,0.0,0.0,0.4418604651162791,0.023255813953488372,0.023255813953488372,0.4418604651162791,0.13953488372093023,0.0,0.046511627906976744,0.13953488372093023,0.32558139534883723,0.37209302325581395,0.023255813953488372,0.20930232558139536,0.2558139534883721,0.09302325581395349,0.13953488372093023,0.0,0.046511627906976744,0.16279069767441862,0.023255813953488372,0.4186046511627907,0.09302325581395349,0.16279069767441862,0.13953488372093023,0.0,0.0,0.0,0.0,0.2558139534883721,0.046511627906976744,0.23255813953488372,0.0,0.37209302325581395,0.06976744186046512,0.023255813953488372,0.046511627906976744,0.11627906976744186,0.06976744186046512,0.4883720930232558,0.0,0.23255813953488372,0.3023255813953488,0.0,0.023255813953488372,0.23255813953488372,0.11627906976744186,0.06976744186046512,0.046511627906976744,0.4186046511627907,0.0,0.3488372093023256,0.2558139534883721,0.023255813953488372,0.4186046511627907,0.06976744186046512,0.13953488372093023,0.13953488372093023,0.046511627906976744,0.023255813953488372,0.23255813953488372,0.023255813953488372,0.20930232558139536,0.09302325581395349,0.023255813953488372,0.046511627906976744,0.0,0.18604651162790697,0.023255813953488372,0.16279069767441862,0.20930232558139536,0.18604651162790697,0.023255813953488372,0.023255813953488372,0.0,0.0,0.023255813953488372,0.09302325581395349,0.0,0.0,0.023255813953488372,0.046511627906976744,0.06976744186046512,0.0,0.023255813953488372,0.0,0.023255813953488372,0.09302325581395349,0.0,[]
26,DACM,13,1,0,5,0,19,19,43,12,19,0.631578947368421,1.0,0.4418604651162791,4,0.2558139534883721,0.20930232558139536,0.18604651162790697,0.20930232558139536,0.0,0.2558139534883721,0.18604651162790697,0.09302325581395349,0.0,0.13953488372093023,0.023255813953488372,0.023255813953488372,0.18604651162790697,0.0,0.09302325581395349,0.023255813953488372,0.0,0.20930232558139536,0.13953488372093023,0.3953488372093023,0.16279069767441862,0.18604651162790697,0.2558139534883721,0.046511627906976744,0.11627906976744186,0.23255813953488372,1.0,0.18604651162790697,0.32558139534883723,0.0,0.0,0.06976744186046512,0.16279069767441862,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.0,0.0,0.18604651162790697,0.023255813953488372,0.023255813953488372,0.18604651162790697,0.06976744186046512,0.0,0.046511627906976744,0.09302325581395349,0.16279069767441862,0.18604651162790697,0.023255813953488372,0.13953488372093023,0.13953488372093023,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.023255813953488372,0.20930232558139536,0.06976744186046512,0.09302325581395349,0.06976744186046512,0.0,0.0,0.0,0.0,0.20930232558139536,0.0,0.11627906976744186,0.0,0.23255813953488372,0.046511627906976744,0.0,0.0,0.09302325581395349,0.09302325581395349,0.27906976744186046,0.0,0.16279069767441862,0.16279069767441862,0.0,0.0,0.18604651162790697,0.0,0.046511627906976744,0.0,0.27906976744186046,0.0,0.23255813953488372,0.09302325581395349,0.0,0.27906976744186046,0.0,0.06976744186046512,0.06976744186046512,0.0,0.046511627906976744,0.13953488372093023,0.0,0.13953488372093023,0.11627906976744186,0.0,0.046511627906976744,0.0,0.09302325581395349,0.0,0.046511627906976744,0.046511627906976744,0.09302325581395349,0.0,0.0,0.0,0.0,0.023255813953488372,0.06976744186046512,0.0,0.0,0.023255813953488372,0.046511627906976744,0.0,0.023255813953488372,0.0,0.023255813953488372,0.046511627906976744,0.09302325581395349,0.0,[]
27,Allnodes,19,5,0,10,0,34,34,43,18,23,0.5294117647058824,0.6764705882352942,0.7906976744186046,3,0.3488372093023256,0.3023255813953488,0.2558139534883721,0.18604651162790697,0.046511627906976744,0.46511627906976744,0.20930232558139536,0.06976744186046512,0.0,0.06976744186046512,0.13953488372093023,0.023255813953488372,0.27906976744186046,0.0,0.20930232558139536,0.046511627906976744,0.0,0.3953488372093023,0.23255813953488372,0.46511627906976744,0.11627906976744186,0.18604651162790697,0.4883720930232558,0.16279069767441862,0.16279069767441862,0.3023255813953488,0.18604651162790697,1.0,0.3953488372093023,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.11627906976744186,0.046511627906976744,0.13953488372093023,0.09302325581395349,0.046511627906976744,0.0,0.23255813953488372,0.023255813953488372,0.023255813953488372,0.37209302325581395,0.18604651162790697,0.0,0.046511627906976744,0.06976744186046512,0.20930232558139536,0.3023255813953488,0.023255813953488372,0.23255813953488372,0.3488372093023256,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.06976744186046512,0.0,0.4186046511627907,0.11627906976744186,0.18604651162790697,0.18604651162790697,0.0,0.0,0.0,0.0,0.3023255813953488,0.0,0.23255813953488372,0.0,0.37209302325581395,0.06976744186046512,0.0,0.0,0.20930232558139536,0.046511627906976744,0.4418604651162791,0.0,0.3023255813953488,0.3023255813953488,0.0,0.0,0.16279069767441862,0.046511627906976744,0.06976744186046512,0.0,0.3953488372093023,0.0,0.20930232558139536,0.11627906976744186,0.023255813953488372,0.4186046511627907,0.023255813953488372,0.11627906976744186,0.06976744186046512,0.023255813953488372,0.06976744186046512,0.11627906976744186,0.0,0.13953488372093023,0.13953488372093023,0.0,0.0,0.0,0.11627906976744186,0.023255813953488372,0.23255813953488372,0.11627906976744186,0.09302325581395349,0.0,0.0,0.0,0.0,0.046511627906976744,0.046511627906976744,0.0,0.0,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.0,0.046511627906976744,0.06976744186046512,0.023255813953488372,0.18604651162790697,0.023255813953488372,[]
28,PoS Node,25,2,1,3,0,31,31,43,23,26,0.7419354838709677,0.8387096774193549,0.7209302325581395,1,0.46511627906976744,0.4418604651162791,0.37209302325581395,0.20930232558139536,0.0,0.3953488372093023,0.2558139534883721,0.16279069767441862,0.0,0.16279069767441862,0.06976744186046512,0.023255813953488372,0.46511627906976744,0.0,0.2558139534883721,0.046511627906976744,0.0,0.4418604651162791,0.3023255813953488,0.5581395348837209,0.13953488372093023,0.2558139534883721,0.5348837209302325,0.23255813953488372,0.20930232558139536,0.3488372093023256,0.32558139534883723,0.3953488372093023,1.0,0.0,0.06976744186046512,0.046511627906976744,0.20930232558139536,0.06976744186046512,0.11627906976744186,0.06976744186046512,0.023255813953488372,0.0,0.3023255813953488,0.023255813953488372,0.06976744186046512,0.3488372093023256,0.23255813953488372,0.046511627906976744,0.023255813953488372,0.20930232558139536,0.3488372093023256,0.3023255813953488,0.023255813953488372,0.16279069767441862,0.27906976744186046,0.0,0.046511627906976744,0.0,0.06976744186046512,0.09302325581395349,0.046511627906976744,0.3953488372093023,0.13953488372093023,0.20930232558139536,0.20930232558139536,0.0,0.0,0.023255813953488372,0.0,0.3488372093023256,0.0,0.32558139534883723,0.0,0.3953488372093023,0.046511627906976744,0.0,0.023255813953488372,0.16279069767441862,0.09302325581395349,0.5116279069767442,0.0,0.11627906976744186,0.3488372093023256,0.0,0.0,0.23255813953488372,0.023255813953488372,0.0,0.0,0.4883720930232558,0.0,0.3023255813953488,0.27906976744186046,0.0,0.5348837209302325,0.0,0.18604651162790697,0.09302325581395349,0.023255813953488372,0.06976744186046512,0.16279069767441862,0.023255813953488372,0.27906976744186046,0.3023255813953488,0.0,0.09302325581395349,0.0,0.18604651162790697,0.0,0.18604651162790697,0.11627906976744186,0.11627906976744186,0.0,0.0,0.0,0.0,0.023255813953488372,0.06976744186046512,0.0,0.0,0.06976744186046512,0.046511627906976744,0.06976744186046512,0.023255813953488372,0.046511627906976744,0.11627906976744186,0.06976744186046512,0.13953488372093023,0.023255813953488372,[]
29,SmartNodes,1,2,0,1,8,4,12,43,4,2,0.3333333333333333,0.16666666666666666,0.09302325581395349,7,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.046511627906976744,0.0,0.023255813953488372,0.11627906976744186,0.11627906976744186,0.0,0.18604651162790697,0.046511627906976744,0.13953488372093023,0.18604651162790697,0.046511627906976744,0.0,0.023255813953488372,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,1.0,0.0,0.023255813953488372,0.046511627906976744,0.0,0.0,0.0,0.0,0.18604651162790697,0.046511627906976744,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.18604651162790697,0.0,0.18604651162790697,0.0,0.0,0.023255813953488372,0.0,0.09302325581395349,0.0,0.18604651162790697,0.18604651162790697,0.18604651162790697,0.18604651162790697,0.0,0.023255813953488372,0.0,0.18604651162790697,0.046511627906976744,0.0,0.0,0.18604651162790697,0.0,0.0,0.0,0.18604651162790697,0.0,0.09302325581395349,0.18604651162790697,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.0,0.0,0.046511627906976744,0.11627906976744186,0.0,0.046511627906976744,0.046511627906976744,0.16279069767441862,0.046511627906976744,0.20930232558139536,0.18604651162790697,0.20930232558139536,0.18604651162790697,0.06976744186046512,0.16279069767441862,0.046511627906976744,0.046511627906976744,0.0,0.023255813953488372,0.0,0.0,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
30,Quebec,1,1,1,9,0,12,12,43,2,6,0.16666666666666666,0.5,0.27906976744186046,1,0.046511627906976744,0.06976744186046512,0.023255813953488372,0.13953488372093023,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.06976744186046512,0.0,0.0,0.06976744186046512,0.06976744186046512,0.023255813953488372,0.18604651162790697,0.09302325581395349,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.06976744186046512,0.0,0.046511627906976744,0.06976744186046512,0.0,1.0,0.0,0.0,0.20930232558139536,0.023255813953488372,0.09302325581395349,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.046511627906976744,0.046511627906976744,0.0,0.06976744186046512,0.023255813953488372,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.046511627906976744,0.046511627906976744,0.11627906976744186,0.046511627906976744,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.18604651162790697,0.046511627906976744,0.0,0.13953488372093023,0.046511627906976744,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0,0.20930232558139536,0.023255813953488372,0.0,0.023255813953488372,0.0,0.09302325581395349,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,[]
31,MrK,5,3,0,2,0,10,10,43,5,5,0.5,0.5,0.23255813953488372,3,0.13953488372093023,0.09302325581395349,0.13953488372093023,0.06976744186046512,0.0,0.06976744186046512,0.046511627906976744,0.06976744186046512,0.023255813953488372,0.09302325581395349,0.06976744186046512,0.023255813953488372,0.06976744186046512,0.0,0.046511627906976744,0.023255813953488372,0.0,0.046511627906976744,0.023255813953488372,0.16279069767441862,0.06976744186046512,0.023255813953488372,0.11627906976744186,0.0,0.046511627906976744,0.09302325581395349,0.06976744186046512,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.0,1.0,0.11627906976744186,0.0,0.0,0.046511627906976744,0.0,0.046511627906976744,0.13953488372093023,0.023255813953488372,0.0,0.18604651162790697,0.023255813953488372,0.0,0.046511627906976744,0.046511627906976744,0.09302325581395349,0.13953488372093023,0.046511627906976744,0.06976744186046512,0.023255813953488372,0.046511627906976744,0.09302325581395349,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.11627906976744186,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.046511627906976744,0.046511627906976744,0.0,0.0,0.09302325581395349,0.06976744186046512,0.0,0.0,0.0,0.0,0.09302325581395349,0.0,0.09302325581395349,0.09302325581395349,0.0,0.046511627906976744,0.09302325581395349,0.023255813953488372,0.06976744186046512,0.046511627906976744,0.09302325581395349,0.0,0.13953488372093023,0.11627906976744186,0.0,0.09302325581395349,0.06976744186046512,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.023255813953488372,0.11627906976744186,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.06976744186046512,0.046511627906976744,0.046511627906976744,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.06976744186046512,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,[]
32,Redelegate,15,10,0,1,0,26,26,43,19,14,0.7307692307692307,0.5384615384615384,0.6046511627906976,5,0.46511627906976744,0.3488372093023256,0.4186046511627907,0.2558139534883721,0.0,0.27906976744186046,0.16279069767441862,0.23255813953488372,0.06976744186046512,0.3023255813953488,0.09302325581395349,0.023255813953488372,0.2558139534883721,0.0,0.3023255813953488,0.13953488372093023,0.0,0.3023255813953488,0.023255813953488372,0.4418604651162791,0.23255813953488372,0.09302325581395349,0.3953488372093023,0.09302325581395349,0.11627906976744186,0.3488372093023256,0.16279069767441862,0.11627906976744186,0.20930232558139536,0.046511627906976744,0.0,0.11627906976744186,1.0,0.0,0.0,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.46511627906976744,0.023255813953488372,0.046511627906976744,0.37209302325581395,0.09302325581395349,0.023255813953488372,0.11627906976744186,0.20930232558139536,0.20930232558139536,0.27906976744186046,0.023255813953488372,0.18604651162790697,0.11627906976744186,0.11627906976744186,0.18604651162790697,0.0,0.046511627906976744,0.11627906976744186,0.046511627906976744,0.37209302325581395,0.023255813953488372,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.27906976744186046,0.046511627906976744,0.16279069767441862,0.0,0.27906976744186046,0.16279069767441862,0.023255813953488372,0.023255813953488372,0.0,0.0,0.3488372093023256,0.0,0.27906976744186046,0.3488372093023256,0.0,0.06976744186046512,0.23255813953488372,0.16279069767441862,0.09302325581395349,0.06976744186046512,0.3023255813953488,0.046511627906976744,0.5116279069767442,0.3023255813953488,0.0,0.4418604651162791,0.06976744186046512,0.13953488372093023,0.09302325581395349,0.023255813953488372,0.046511627906976744,0.3023255813953488,0.023255813953488372,0.20930232558139536,0.13953488372093023,0.06976744186046512,0.09302325581395349,0.023255813953488372,0.2558139534883721,0.046511627906976744,0.18604651162790697,0.2558139534883721,0.23255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.11627906976744186,0.0,0.0,0.023255813953488372,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.0,0.0,0.0,[]
33,Trust Nodes,0,0,0,16,0,16,16,43,0,10,0.0,0.625,0.37209302325581395,6,0.046511627906976744,0.046511627906976744,0.0,0.2558139534883721,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.16279069767441862,0.023255813953488372,0.023255813953488372,0.3023255813953488,0.16279069767441862,0.0,0.0,0.046511627906976744,0.06976744186046512,0.06976744186046512,0.046511627906976744,0.06976744186046512,0.0,0.20930232558139536,0.0,0.0,1.0,0.023255813953488372,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.046511627906976744,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.16279069767441862,0.023255813953488372,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.023255813953488372,0.046511627906976744,0.23255813953488372,0.046511627906976744,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3023255813953488,0.046511627906976744,0.0,0.18604651162790697,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32558139534883723,0.0,0.0,0.0,0.0,0.046511627906976744,0.3488372093023256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,[]
34,Everstake,7,0,0,1,0,8,8,43,5,4,0.625,0.5,0.18604651162790697,6,0.11627906976744186,0.11627906976744186,0.06976744186046512,0.046511627906976744,0.0,0.13953488372093023,0.06976744186046512,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.13953488372093023,0.0,0.06976744186046512,0.0,0.0,0.11627906976744186,0.09302325581395349,0.13953488372093023,0.023255813953488372,0.11627906976744186,0.13953488372093023,0.046511627906976744,0.06976744186046512,0.13953488372093023,0.06976744186046512,0.13953488372093023,0.11627906976744186,0.0,0.023255813953488372,0.0,0.0,0.023255813953488372,1.0,0.0,0.0,0.0,0.11627906976744186,0.0,0.0,0.046511627906976744,0.023255813953488372,0.0,0.0,0.0,0.09302325581395349,0.13953488372093023,0.0,0.046511627906976744,0.09302325581395349,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.11627906976744186,0.046511627906976744,0.09302325581395349,0.06976744186046512,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.06976744186046512,0.0,0.11627906976744186,0.0,0.0,0.0,0.06976744186046512,0.0,0.13953488372093023,0.0,0.046511627906976744,0.06976744186046512,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.16279069767441862,0.0,0.046511627906976744,0.046511627906976744,0.0,0.13953488372093023,0.0,0.046511627906976744,0.046511627906976744,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.046511627906976744,0.0,[]
35,AlphaNodes,2,3,0,7,0,12,12,43,2,5,0.16666666666666666,0.4166666666666667,0.27906976744186046,2,0.06976744186046512,0.023255813953488372,0.046511627906976744,0.11627906976744186,0.023255813953488372,0.09302325581395349,0.046511627906976744,0.023255813953488372,0.0,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.023255813953488372,0.09302325581395349,0.13953488372093023,0.0,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.09302325581395349,0.06976744186046512,0.0,0.09302325581395349,0.046511627906976744,0.046511627906976744,0.09302325581395349,0.0,1.0,0.0,0.0,0.046511627906976744,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.0,0.11627906976744186,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.0,0.09302325581395349,0.0,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.0,0.0,0.0,0.023255813953488372,0.0,0.046511627906976744,0.023255813953488372,0.0,0.0,0.046511627906976744,0.023255813953488372,0.0,0.0,0.0,0.09302325581395349,0.046511627906976744,0.0,0.16279069767441862,0.09302325581395349,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.06976744186046512,0.0,0.18604651162790697,0.06976744186046512,0.0,0.046511627906976744,0.0,0.023255813953488372,0.06976744186046512,0.0,0.046511627906976744,0.046511627906976744,0.0,0.046511627906976744,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.06976744186046512,0.046511627906976744,0.0,0.0,0.0,0.0,0.023255813953488372,0.046511627906976744,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.0,0.0,[]
36,coaction,1,1,0,1,0,3,3,43,2,1,0.6666666666666666,0.3333333333333333,0.06976744186046512,5,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.0,0.046511627906976744,0.046511627906976744,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.0,0.0,0.046511627906976744,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.023255813953488372,0.046511627906976744,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.046511627906976744,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.046511627906976744,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.023255813953488372,0.0,0.0,0.046511627906976744,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.046511627906976744,0.0,0.023255813953488372,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,[]
37,Please Redelegate,2,1,0,0,40,3,43,43,8,3,0.18604651162790697,0.06976744186046512,0.06976744186046512,1,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.18604651162790697,0.0,0.023255813953488372,0.0,0.06976744186046512,0.046511627906976744,0.046511627906976744,0.4883720930232558,0.11627906976744186,0.0,0.9069767441860465,0.023255813953488372,0.7441860465116279,0.9302325581395349,0.023255813953488372,0.0,0.046511627906976744,0.023255813953488372,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.18604651162790697,0.0,0.046511627906976744,0.046511627906976744,0.0,0.0,0.0,0.0,1.0,0.046511627906976744,0.0,0.0,0.16279069767441862,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.0,0.46511627906976744,0.023255813953488372,0.7441860465116279,0.0,0.8372093023255814,0.0,0.0,0.046511627906976744,0.0,0.5581395348837209,0.0,0.6744186046511628,0.9302325581395349,0.8372093023255814,0.5581395348837209,0.023255813953488372,0.0,0.0,0.9302325581395349,0.2558139534883721,0.046511627906976744,0.0,0.8837209302325582,0.0,0.0,0.023255813953488372,0.9302325581395349,0.046511627906976744,0.23255813953488372,0.9302325581395349,0.023255813953488372,0.0,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.3023255813953488,0.0,0.06976744186046512,0.023255813953488372,0.32558139534883723,0.06976744186046512,0.8837209302325582,0.6976744186046512,0.5581395348837209,0.8837209302325582,0.32558139534883723,0.4418604651162791,0.023255813953488372,0.0,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Figment', ' Stakepile', 'CLOSED', 'ChainodeTech', 'TRGC By Liquify', 'InfStones', 'Stir', 'Sunflower', 'Staked', 'Masternode24de', 'Kiki Finance', 'Bitference', 'funky', 'Inactive  Please Redelegate', 'Insight Finance']"
