,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Imperatorco, AutoStake  Slash Protected,StakeWithUs,BHarvest,StakeLabzone,Crosnest,Chorus One,Forbole,Bi23 Labs,POSTHUMAN  StakeDrop,Notional,jabbey,Smart Stake ,WhisperNode ,Figment,Golden Ratio Staking,Ubik Capital,Stakelyio,ECO Stake ,Citadelone,Informal Systems, LavenderFive Nodes ,Frens ,Cosmostation,DOUBLETOP,White Whale,BlockHunters ,Coinage x DAIC,Dora Factory,Keplr,Stakecito,DSRV,BronBro,Allnodes,Trust Nodes,Everstake,PRYZM  StakeDrop,SCVSecurity,Please Redelegate,redelegateplease,nysanetwork,Stakewollecom  Autocompound,Architect Nodes,PFC  Stake for SOUL airdrop,Huobi,cosmosrescue, polkachucom,inactive,w3coins, CryptoCrew Validators,TTT ,coinhallorg ,Twinstake,Kiln,HighStakesch  Stake for Airdrop,InfStones,BwareLabs,AUDITone,Staked,Synergy Nodes,Contribution DAO,Ledger by Chorus One,FinoaConsensusServices,undelegate,POSTCAPITALIST,Black Panther  Delegate for Claimdrop,Innovating Capital,Open DeFi,TokenStationapp  Qwerty,Injective Node 0, Crypteloid,50 Validator  Airdrop ,please redelegate  shutting down,Ready Block,redelegate to StakeLab,Liquify,Helios Staking,HashQuark,Talis Protocol,Injective Finance,Dojo,BitNordic,Ormanxyz,Swiss Staking  Bare Metal  Bunker,Injective Node 3,Injective Node 1,Do Not Delegate,Hoss Army by 01node,Blockapsis,Oni  Stake for BoostDrop ,PartnerStaking  Timeworxio Airdrop,Cosmic Validator  Top Uptime  Autocompound,kingnodes ,Daily ExtraRewards  Nodeof Cosmonauts,Decentrio,NODEJUMPER,Hex Technologies,A41,Neptune Foundation,gumi,Felix,NTT Digital,high_similarity_voters
10,Notional,3,0,0,3,0,6,6,139,1,3,0.16666666666666666,0.5,0.04316546762589928,3,0.014388489208633094,0.02158273381294964,0.014388489208633094,0.014388489208633094,0.0,0.0,0.02877697841726619,0.007194244604316547,0.0,0.0,1.0,0.007194244604316547,0.014388489208633094,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.014388489208633094,0.014388489208633094,0.007194244604316547,0.02158273381294964,0.007194244604316547,0.0,0.0,0.02158273381294964,0.007194244604316547,0.02877697841726619,0.0,0.0,0.007194244604316547,0.0,0.02877697841726619,0.007194244604316547,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.007194244604316547,0.0,0.007194244604316547,0.02158273381294964,0.007194244604316547,0.007194244604316547,0.0,0.0,0.02158273381294964,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.0,0.0,0.0,0.007194244604316547,0.02158273381294964,0.0,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.0,0.0,0.0,0.007194244604316547,0.007194244604316547,0.0,0.0,0.0,0.007194244604316547,0.014388489208633094,0.007194244604316547,0.007194244604316547,0.0,0.007194244604316547,0.0,0.014388489208633094,0.0,0.007194244604316547,0.007194244604316547,0.0,0.0,0.0,0.014388489208633094,0.0,0.014388489208633094,0.007194244604316547,0.007194244604316547,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
11,jabbey,1,0,0,0,34,1,35,139,32,11,0.9142857142857143,0.3142857142857143,0.007194244604316547,3,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.0,0.0,0.0,0.007194244604316547,0.05755395683453238,0.0,0.007194244604316547,1.0,0.014388489208633094,0.007194244604316547,0.0,0.007194244604316547,0.007194244604316547,0.0,0.007194244604316547,0.02158273381294964,0.007194244604316547,0.2302158273381295,0.0,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.05755395683453238,0.0,0.22302158273381295,0.0,0.007194244604316547,0.15827338129496402,0.2446043165467626,0.0,0.0,0.007194244604316547,0.0,0.0,0.2302158273381295,0.2446043165467626,0.050359712230215826,0.007194244604316547,0.2302158273381295,0.007194244604316547,0.02158273381294964,0.0,0.007194244604316547,0.23741007194244604,0.007194244604316547,0.007194244604316547,0.0,0.0,0.0,0.007194244604316547,0.0,0.22302158273381295,0.007194244604316547,0.0,0.2158273381294964,0.2446043165467626,0.2446043165467626,0.0,0.2517985611510791,0.2302158273381295,0.19424460431654678,0.2446043165467626,0.2446043165467626,0.2302158273381295,0.2014388489208633,0.23741007194244604,0.22302158273381295,0.22302158273381295,0.22302158273381295,0.20863309352517986,0.09352517985611511,0.07913669064748201,0.014388489208633094,0.19424460431654678,0.15827338129496402,0.08633093525179857,0.04316546762589928,0.007194244604316547,0.0,0.007194244604316547,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
12,Smart Stake ,34,6,0,88,2,128,130,139,80,83,0.6153846153846154,0.6384615384615384,0.920863309352518,3,0.539568345323741,0.4316546762589928,0.2589928057553957,0.18705035971223022,0.11510791366906475,0.3597122302158273,0.5755395683453237,0.2014388489208633,0.014388489208633094,0.23741007194244604,0.014388489208633094,0.014388489208633094,1.0,0.31654676258992803,0.007194244604316547,0.4244604316546763,0.43884892086330934,0.35251798561151076,0.2517985611510791,0.4748201438848921,0.3237410071942446,0.22302158273381295,0.3669064748201439,0.539568345323741,0.14388489208633093,0.5179856115107914,0.014388489208633094,0.45323741007194246,0.33093525179856115,0.08633093525179857,0.26618705035971224,0.17985611510791366,0.22302158273381295,0.26618705035971224,0.5323741007194245,0.39568345323741005,0.1223021582733813,0.381294964028777,0.02158273381294964,0.014388489208633094,0.014388489208633094,0.5611510791366906,0.014388489208633094,0.43884892086330934,0.014388489208633094,0.2158273381294964,0.2517985611510791,0.02158273381294964,0.05755395683453238,0.1366906474820144,0.11510791366906475,0.5035971223021583,0.4172661870503597,0.4892086330935252,0.37410071942446044,0.014388489208633094,0.20863309352517986,0.3381294964028777,0.014388489208633094,0.014388489208633094,0.14388489208633093,0.5179856115107914,0.07194244604316546,0.014388489208633094,0.02877697841726619,0.14388489208633093,0.04316546762589928,0.014388489208633094,0.2014388489208633,0.014388489208633094,0.02158273381294964,0.050359712230215826,0.014388489208633094,0.02158273381294964,0.02158273381294964,0.014388489208633094,0.2446043165467626,0.02158273381294964,0.41007194244604317,0.02877697841726619,0.3669064748201439,0.1079136690647482,0.0,0.09352517985611511,0.0,0.0,0.007194244604316547,0.19424460431654678,0.4172661870503597,0.18705035971223022,0.06474820143884892,0.5467625899280576,0.3597122302158273,0.007194244604316547,0.31654676258992803,0.0,0.4676258992805755,0.3237410071942446,0.18705035971223022,0.04316546762589928,0.1366906474820144,0.04316546762589928,[]
13,WhisperNode ,38,21,0,34,0,93,93,139,60,64,0.6451612903225806,0.6881720430107527,0.6690647482014388,3,0.39568345323741005,0.4244604316546763,0.17985611510791366,0.2446043165467626,0.1366906474820144,0.28776978417266186,0.41007194244604317,0.19424460431654678,0.0,0.2733812949640288,0.007194244604316547,0.007194244604316547,0.31654676258992803,1.0,0.0,0.2517985611510791,0.2302158273381295,0.302158273381295,0.2949640287769784,0.4172661870503597,0.31654676258992803,0.2446043165467626,0.37410071942446044,0.38848920863309355,0.06474820143884892,0.38848920863309355,0.0,0.30935251798561153,0.2446043165467626,0.10071942446043165,0.30935251798561153,0.17985611510791366,0.17266187050359713,0.38848920863309355,0.2733812949640288,0.3597122302158273,0.050359712230215826,0.3237410071942446,0.0,0.02877697841726619,0.007194244604316547,0.3381294964028777,0.007194244604316547,0.2949640287769784,0.0,0.2589928057553957,0.302158273381295,0.0,0.07913669064748201,0.2517985611510791,0.10071942446043165,0.34532374100719426,0.18705035971223022,0.34532374100719426,0.20863309352517986,0.0,0.2517985611510791,0.2014388489208633,0.0,0.0,0.1510791366906475,0.2446043165467626,0.1079136690647482,0.007194244604316547,0.0,0.14388489208633093,0.007194244604316547,0.0,0.16546762589928057,0.0,0.0,0.014388489208633094,0.007194244604316547,0.0,0.0,0.0,0.1510791366906475,0.0,0.3597122302158273,0.0,0.17985611510791366,0.1079136690647482,0.0,0.1366906474820144,0.0,0.0,0.0,0.23741007194244604,0.2949640287769784,0.2014388489208633,0.09352517985611511,0.41007194244604317,0.39568345323741005,0.014388489208633094,0.2949640287769784,0.0,0.2014388489208633,0.2446043165467626,0.15827338129496402,0.05755395683453238,0.06474820143884892,0.0,[]
14,Figment,2,1,0,0,0,3,3,139,0,1,0.0,0.3333333333333333,0.02158273381294964,3,0.0,0.007194244604316547,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.007194244604316547,0.0,1.0,0.0,0.007194244604316547,0.007194244604316547,0.0,0.014388489208633094,0.0,0.0,0.0,0.007194244604316547,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.014388489208633094,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
15,Golden Ratio Staking,8,5,0,74,0,87,87,139,54,49,0.6206896551724138,0.5632183908045977,0.6258992805755396,3,0.35251798561151076,0.26618705035971224,0.2302158273381295,0.07913669064748201,0.05755395683453238,0.381294964028777,0.39568345323741005,0.18705035971223022,0.0,0.18705035971223022,0.007194244604316547,0.007194244604316547,0.4244604316546763,0.2517985611510791,0.0,1.0,0.37410071942446044,0.2517985611510791,0.07913669064748201,0.2805755395683453,0.17985611510791366,0.06474820143884892,0.22302158273381295,0.2949640287769784,0.07913669064748201,0.37410071942446044,0.0,0.3669064748201439,0.30935251798561153,0.06474820143884892,0.08633093525179857,0.16546762589928057,0.1223021582733813,0.10071942446043165,0.5611510791366906,0.2446043165467626,0.06474820143884892,0.2733812949640288,0.0,0.03597122302158273,0.007194244604316547,0.2949640287769784,0.007194244604316547,0.2589928057553957,0.0,0.11510791366906475,0.09352517985611511,0.0,0.07194244604316546,0.1510791366906475,0.04316546762589928,0.35251798561151076,0.4316546762589928,0.5107913669064749,0.22302158273381295,0.0,0.05755395683453238,0.1510791366906475,0.0,0.0,0.08633093525179857,0.5323741007194245,0.06474820143884892,0.007194244604316547,0.0,0.07913669064748201,0.014388489208633094,0.0,0.11510791366906475,0.0,0.0,0.014388489208633094,0.007194244604316547,0.007194244604316547,0.0,0.0,0.2158273381294964,0.0,0.2446043165467626,0.0,0.31654676258992803,0.05755395683453238,0.0,0.07913669064748201,0.0,0.0,0.0,0.08633093525179857,0.23741007194244604,0.04316546762589928,0.03597122302158273,0.4172661870503597,0.2589928057553957,0.014388489208633094,0.22302158273381295,0.0,0.4676258992805755,0.14388489208633093,0.12949640287769784,0.0,0.08633093525179857,0.06474820143884892,[]
16,Ubik Capital,6,12,0,80,0,98,98,139,52,53,0.5306122448979592,0.5408163265306123,0.7050359712230215,6,0.3381294964028777,0.2589928057553957,0.2733812949640288,0.04316546762589928,0.02877697841726619,0.41007194244604317,0.34532374100719426,0.16546762589928057,0.02158273381294964,0.1079136690647482,0.014388489208633094,0.007194244604316547,0.43884892086330934,0.2302158273381295,0.007194244604316547,0.37410071942446044,1.0,0.2446043165467626,0.03597122302158273,0.302158273381295,0.1223021582733813,0.014388489208633094,0.2302158273381295,0.3381294964028777,0.1079136690647482,0.35251798561151076,0.0,0.26618705035971224,0.31654676258992803,0.02877697841726619,0.1079136690647482,0.20863309352517986,0.1079136690647482,0.05755395683453238,0.4892086330935252,0.23741007194244604,0.08633093525179857,0.2446043165467626,0.0,0.02877697841726619,0.007194244604316547,0.302158273381295,0.007194244604316547,0.28776978417266186,0.007194244604316547,0.09352517985611511,0.050359712230215826,0.0,0.050359712230215826,0.07913669064748201,0.014388489208633094,0.33093525179856115,0.39568345323741005,0.48201438848920863,0.37410071942446044,0.0,0.03597122302158273,0.2158273381294964,0.0,0.0,0.050359712230215826,0.460431654676259,0.03597122302158273,0.007194244604316547,0.02158273381294964,0.06474820143884892,0.007194244604316547,0.007194244604316547,0.1510791366906475,0.0,0.0,0.0,0.007194244604316547,0.007194244604316547,0.02158273381294964,0.0,0.2805755395683453,0.0,0.16546762589928057,0.0,0.4172661870503597,0.02877697841726619,0.0,0.05755395683453238,0.0,0.0,0.007194244604316547,0.05755395683453238,0.2733812949640288,0.014388489208633094,0.02877697841726619,0.34532374100719426,0.2517985611510791,0.014388489208633094,0.20863309352517986,0.0,0.35251798561151076,0.17985611510791366,0.08633093525179857,0.0,0.03597122302158273,0.0,[]
17,Stakelyio,43,11,0,40,0,94,94,139,61,66,0.648936170212766,0.7021276595744681,0.6762589928057554,3,0.4244604316546763,0.35251798561151076,0.2733812949640288,0.2517985611510791,0.15827338129496402,0.31654676258992803,0.4460431654676259,0.14388489208633093,0.014388489208633094,0.2805755395683453,0.014388489208633094,0.0,0.35251798561151076,0.302158273381295,0.007194244604316547,0.2517985611510791,0.2446043165467626,1.0,0.30935251798561153,0.37410071942446044,0.3669064748201439,0.2733812949640288,0.30935251798561153,0.38848920863309355,0.09352517985611511,0.4460431654676259,0.0,0.302158273381295,0.2733812949640288,0.10071942446043165,0.34532374100719426,0.1510791366906475,0.12949640287769784,0.2733812949640288,0.28776978417266186,0.381294964028777,0.07194244604316546,0.41007194244604317,0.007194244604316547,0.02158273381294964,0.0,0.460431654676259,0.0,0.2805755395683453,0.0,0.18705035971223022,0.3381294964028777,0.007194244604316547,0.05755395683453238,0.17985611510791366,0.14388489208633093,0.35251798561151076,0.22302158273381295,0.3381294964028777,0.2517985611510791,0.0,0.2805755395683453,0.17266187050359713,0.0,0.0,0.1366906474820144,0.26618705035971224,0.09352517985611511,0.0,0.0,0.1223021582733813,0.014388489208633094,0.0,0.2158273381294964,0.0,0.007194244604316547,0.007194244604316547,0.0,0.007194244604316547,0.014388489208633094,0.0,0.14388489208633093,0.007194244604316547,0.302158273381295,0.014388489208633094,0.2158273381294964,0.09352517985611511,0.0,0.10071942446043165,0.0,0.0,0.0,0.22302158273381295,0.2805755395683453,0.2302158273381295,0.11510791366906475,0.4460431654676259,0.302158273381295,0.014388489208633094,0.23741007194244604,0.007194244604316547,0.2302158273381295,0.28776978417266186,0.17266187050359713,0.08633093525179857,0.1079136690647482,0.007194244604316547,[]
18,ECO Stake ,102,5,0,1,0,108,108,139,48,56,0.4444444444444444,0.5185185185185185,0.7769784172661871,3,0.3669064748201439,0.37410071942446044,0.1223021582733813,0.539568345323741,0.28776978417266186,0.1223021582733813,0.2949640287769784,0.09352517985611511,0.0,0.460431654676259,0.007194244604316547,0.007194244604316547,0.2517985611510791,0.2949640287769784,0.0,0.07913669064748201,0.03597122302158273,0.30935251798561153,1.0,0.33093525179856115,0.5683453237410072,0.6330935251798561,0.33093525179856115,0.4028776978417266,0.050359712230215826,0.3381294964028777,0.0,0.18705035971223022,0.1223021582733813,0.1223021582733813,0.43884892086330934,0.05755395683453238,0.16546762589928057,0.539568345323741,0.02158273381294964,0.39568345323741005,0.06474820143884892,0.4244604316546763,0.0,0.007194244604316547,0.007194244604316547,0.39568345323741005,0.007194244604316547,0.28776978417266186,0.0,0.19424460431654678,0.7553956834532374,0.0,0.050359712230215826,0.17985611510791366,0.34532374100719426,0.23741007194244604,0.007194244604316547,0.10071942446043165,0.09352517985611511,0.0,0.6618705035971223,0.2014388489208633,0.0,0.0,0.28776978417266186,0.007194244604316547,0.1366906474820144,0.007194244604316547,0.0,0.2014388489208633,0.05755395683453238,0.0,0.26618705035971224,0.0,0.0,0.03597122302158273,0.007194244604316547,0.007194244604316547,0.0,0.0,0.02158273381294964,0.0,0.4028776978417266,0.014388489208633094,0.014388489208633094,0.17985611510791366,0.0,0.1223021582733813,0.0,0.0,0.0,0.5035971223021583,0.23741007194244604,0.539568345323741,0.2589928057553957,0.2949640287769784,0.2446043165467626,0.007194244604316547,0.17985611510791366,0.02877697841726619,0.014388489208633094,0.33093525179856115,0.2158273381294964,0.17266187050359713,0.12949640287769784,0.0,"[' LavenderFive Nodes ', ' polkachucom', 'BwareLabs']"
19,Citadelone,57,7,0,60,2,124,126,139,79,94,0.626984126984127,0.746031746031746,0.8920863309352518,3,0.5971223021582733,0.60431654676259,0.302158273381295,0.2805755395683453,0.1079136690647482,0.3237410071942446,0.539568345323741,0.2014388489208633,0.08633093525179857,0.33093525179856115,0.02158273381294964,0.02158273381294964,0.4748201438848921,0.4172661870503597,0.014388489208633094,0.2805755395683453,0.302158273381295,0.37410071942446044,0.33093525179856115,1.0,0.3237410071942446,0.28776978417266186,0.4028776978417266,0.60431654676259,0.09352517985611511,0.49640287769784175,0.014388489208633094,0.35251798561151076,0.33093525179856115,0.16546762589928057,0.3597122302158273,0.1366906474820144,0.2014388489208633,0.302158273381295,0.381294964028777,0.39568345323741005,0.06474820143884892,0.4028776978417266,0.02158273381294964,0.02877697841726619,0.02158273381294964,0.5323741007194245,0.02158273381294964,0.3669064748201439,0.007194244604316547,0.2158273381294964,0.4172661870503597,0.02158273381294964,0.02877697841726619,0.12949640287769784,0.15827338129496402,0.41007194244604317,0.30935251798561153,0.460431654676259,0.3669064748201439,0.014388489208633094,0.2733812949640288,0.23741007194244604,0.014388489208633094,0.014388489208633094,0.14388489208633093,0.381294964028777,0.08633093525179857,0.02158273381294964,0.02877697841726619,0.12949640287769784,0.03597122302158273,0.014388489208633094,0.1366906474820144,0.014388489208633094,0.02158273381294964,0.03597122302158273,0.02158273381294964,0.02158273381294964,0.04316546762589928,0.014388489208633094,0.20863309352517986,0.02158273381294964,0.460431654676259,0.014388489208633094,0.302158273381295,0.09352517985611511,0.014388489208633094,0.1223021582733813,0.0,0.0,0.007194244604316547,0.2805755395683453,0.35251798561151076,0.22302158273381295,0.10071942446043165,0.5179856115107914,0.3669064748201439,0.007194244604316547,0.30935251798561153,0.0,0.302158273381295,0.3597122302158273,0.2014388489208633,0.10071942446043165,0.14388489208633093,0.02877697841726619,"[' AutoStake  Slash Protected', 'Cosmostation']"
20,Informal Systems,74,8,0,17,0,99,99,139,62,65,0.6262626262626263,0.6565656565656566,0.7122302158273381,3,0.4028776978417266,0.38848920863309355,0.19424460431654678,0.4244604316546763,0.2949640287769784,0.1510791366906475,0.39568345323741005,0.11510791366906475,0.0,0.37410071942446044,0.007194244604316547,0.007194244604316547,0.3237410071942446,0.31654676258992803,0.0,0.17985611510791366,0.1223021582733813,0.3669064748201439,0.5683453237410072,0.3237410071942446,1.0,0.460431654676259,0.33093525179856115,0.43884892086330934,0.07913669064748201,0.43884892086330934,0.0,0.2589928057553957,0.18705035971223022,0.11510791366906475,0.4244604316546763,0.07194244604316546,0.17266187050359713,0.48201438848920863,0.15827338129496402,0.4316546762589928,0.06474820143884892,0.4892086330935252,0.0,0.02877697841726619,0.007194244604316547,0.4748201438848921,0.007194244604316547,0.28776978417266186,0.0,0.23741007194244604,0.5755395683453237,0.0,0.07194244604316546,0.18705035971223022,0.28776978417266186,0.302158273381295,0.07194244604316546,0.2302158273381295,0.14388489208633093,0.0,0.5179856115107914,0.23741007194244604,0.0,0.0,0.2733812949640288,0.1223021582733813,0.15827338129496402,0.007194244604316547,0.0,0.17985611510791366,0.03597122302158273,0.0,0.28776978417266186,0.0,0.0,0.014388489208633094,0.007194244604316547,0.007194244604316547,0.0,0.0,0.04316546762589928,0.0,0.4028776978417266,0.014388489208633094,0.07913669064748201,0.15827338129496402,0.0,0.14388489208633093,0.0,0.0,0.0,0.39568345323741005,0.2446043165467626,0.4460431654676259,0.16546762589928057,0.41007194244604317,0.30935251798561153,0.014388489208633094,0.22302158273381295,0.02877697841726619,0.12949640287769784,0.3381294964028777,0.17985611510791366,0.1366906474820144,0.11510791366906475,0.007194244604316547,[]
21, LavenderFive Nodes ,86,4,0,0,42,90,132,139,68,55,0.5151515151515151,0.4166666666666667,0.6474820143884892,3,0.2733812949640288,0.30935251798561153,0.10071942446043165,0.45323741007194246,0.2733812949640288,0.09352517985611511,0.2517985611510791,0.08633093525179857,0.05755395683453238,0.381294964028777,0.0,0.2302158273381295,0.22302158273381295,0.2446043165467626,0.0,0.06474820143884892,0.014388489208633094,0.2733812949640288,0.6330935251798561,0.28776978417266186,0.460431654676259,1.0,0.26618705035971224,0.33093525179856115,0.03597122302158273,0.2517985611510791,0.05755395683453238,0.16546762589928057,0.30935251798561153,0.09352517985611511,0.3597122302158273,0.2014388489208633,0.38848920863309355,0.4460431654676259,0.007194244604316547,0.30935251798561153,0.050359712230215826,0.37410071942446044,0.22302158273381295,0.30935251798561153,0.04316546762589928,0.3237410071942446,0.22302158273381295,0.22302158273381295,0.02158273381294964,0.17266187050359713,0.6402877697841727,0.2949640287769784,0.04316546762589928,0.12949640287769784,0.30935251798561153,0.2014388489208633,0.0,0.06474820143884892,0.07913669064748201,0.22302158273381295,0.5683453237410072,0.18705035971223022,0.2733812949640288,0.302158273381295,0.5611510791366906,0.0,0.4244604316546763,0.22302158273381295,0.19424460431654678,0.48201438848920863,0.34532374100719426,0.28776978417266186,0.4244604316546763,0.2805755395683453,0.22302158273381295,0.2446043165467626,0.2158273381294964,0.2158273381294964,0.09352517985611511,0.07913669064748201,0.02877697841726619,0.19424460431654678,0.5467625899280576,0.10071942446043165,0.050359712230215826,0.1510791366906475,0.0,0.10071942446043165,0.0,0.0,0.0,0.4028776978417266,0.2014388489208633,0.4676258992805755,0.2014388489208633,0.2517985611510791,0.2014388489208633,0.007194244604316547,0.1510791366906475,0.02877697841726619,0.007194244604316547,0.26618705035971224,0.17266187050359713,0.1510791366906475,0.09352517985611511,0.0,"['ECO Stake ', ' polkachucom']"
22,Frens ,45,12,1,32,0,90,90,139,67,71,0.7444444444444445,0.7888888888888889,0.6474820143884892,3,0.4244604316546763,0.39568345323741005,0.1510791366906475,0.28776978417266186,0.1079136690647482,0.28776978417266186,0.4028776978417266,0.2446043165467626,0.0,0.302158273381295,0.0,0.0,0.3669064748201439,0.37410071942446044,0.0,0.22302158273381295,0.2302158273381295,0.30935251798561153,0.33093525179856115,0.4028776978417266,0.33093525179856115,0.26618705035971224,1.0,0.43884892086330934,0.07194244604316546,0.4244604316546763,0.0,0.2589928057553957,0.2517985611510791,0.1079136690647482,0.3381294964028777,0.1510791366906475,0.2014388489208633,0.2949640287769784,0.2446043165467626,0.38848920863309355,0.05755395683453238,0.3381294964028777,0.0,0.02158273381294964,0.0,0.39568345323741005,0.0,0.3597122302158273,0.0,0.20863309352517986,0.34532374100719426,0.0,0.06474820143884892,0.19424460431654678,0.14388489208633093,0.39568345323741005,0.2014388489208633,0.30935251798561153,0.22302158273381295,0.0,0.302158273381295,0.2014388489208633,0.0,0.0,0.15827338129496402,0.2302158273381295,0.09352517985611511,0.0,0.0,0.1366906474820144,0.014388489208633094,0.0,0.12949640287769784,0.0,0.0,0.02158273381294964,0.0,0.0,0.0,0.0,0.12949640287769784,0.0,0.3381294964028777,0.007194244604316547,0.19424460431654678,0.1079136690647482,0.0,0.11510791366906475,0.0,0.0,0.0,0.22302158273381295,0.2949640287769784,0.26618705035971224,0.1079136690647482,0.4316546762589928,0.30935251798561153,0.02158273381294964,0.26618705035971224,0.0,0.17985611510791366,0.26618705035971224,0.17266187050359713,0.10071942446043165,0.14388489208633093,0.007194244604316547,[]
23,Cosmostation,74,7,0,52,0,133,133,139,86,108,0.6466165413533834,0.8120300751879699,0.9568345323741008,3,0.5899280575539568,0.5683453237410072,0.35251798561151076,0.31654676258992803,0.1366906474820144,0.3381294964028777,0.5755395683453237,0.20863309352517986,0.1079136690647482,0.34532374100719426,0.02158273381294964,0.007194244604316547,0.539568345323741,0.38848920863309355,0.007194244604316547,0.2949640287769784,0.3381294964028777,0.38848920863309355,0.4028776978417266,0.60431654676259,0.43884892086330934,0.33093525179856115,0.43884892086330934,1.0,0.15827338129496402,0.5827338129496403,0.0,0.41007194244604317,0.31654676258992803,0.15827338129496402,0.48201438848920863,0.15827338129496402,0.2014388489208633,0.43884892086330934,0.34532374100719426,0.4748201438848921,0.12949640287769784,0.4172661870503597,0.007194244604316547,0.014388489208633094,0.007194244604316547,0.5539568345323741,0.007194244604316547,0.5107913669064749,0.007194244604316547,0.2517985611510791,0.5107913669064749,0.007194244604316547,0.03597122302158273,0.16546762589928057,0.18705035971223022,0.5035971223021583,0.2733812949640288,0.4244604316546763,0.460431654676259,0.0,0.37410071942446044,0.23741007194244604,0.0,0.0,0.16546762589928057,0.35251798561151076,0.08633093525179857,0.007194244604316547,0.007194244604316547,0.1366906474820144,0.014388489208633094,0.0,0.2446043165467626,0.0,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.06474820143884892,0.0,0.16546762589928057,0.007194244604316547,0.45323741007194246,0.014388489208633094,0.28776978417266186,0.1079136690647482,0.014388489208633094,0.11510791366906475,0.0,0.0,0.007194244604316547,0.26618705035971224,0.41007194244604317,0.2949640287769784,0.15827338129496402,0.539568345323741,0.38848920863309355,0.0,0.3237410071942446,0.0,0.28776978417266186,0.4316546762589928,0.18705035971223022,0.12949640287769784,0.16546762589928057,0.014388489208633094,['Citadelone']
24,DOUBLETOP,7,1,0,17,0,25,25,139,23,25,0.92,1.0,0.17985611510791366,1,0.15827338129496402,0.08633093525179857,0.1366906474820144,0.050359712230215826,0.03597122302158273,0.09352517985611511,0.15827338129496402,0.050359712230215826,0.0,0.03597122302158273,0.007194244604316547,0.007194244604316547,0.14388489208633093,0.06474820143884892,0.0,0.07913669064748201,0.1079136690647482,0.09352517985611511,0.050359712230215826,0.09352517985611511,0.07913669064748201,0.03597122302158273,0.07194244604316546,0.15827338129496402,1.0,0.14388489208633093,0.0,0.1366906474820144,0.1079136690647482,0.0,0.05755395683453238,0.04316546762589928,0.03597122302158273,0.050359712230215826,0.11510791366906475,0.05755395683453238,0.08633093525179857,0.07194244604316546,0.0,0.007194244604316547,0.007194244604316547,0.11510791366906475,0.007194244604316547,0.15827338129496402,0.0,0.05755395683453238,0.050359712230215826,0.0,0.007194244604316547,0.02877697841726619,0.02158273381294964,0.1366906474820144,0.09352517985611511,0.1366906474820144,0.12949640287769784,0.0,0.04316546762589928,0.10071942446043165,0.0,0.0,0.04316546762589928,0.1223021582733813,0.03597122302158273,0.007194244604316547,0.0,0.02877697841726619,0.0,0.0,0.09352517985611511,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.014388489208633094,0.0,0.05755395683453238,0.0,0.1223021582733813,0.03597122302158273,0.0,0.050359712230215826,0.0,0.0,0.0,0.03597122302158273,0.15827338129496402,0.03597122302158273,0.0,0.1510791366906475,0.050359712230215826,0.0,0.03597122302158273,0.0,0.1223021582733813,0.08633093525179857,0.014388489208633094,0.0,0.0,0.0,[]
