,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Chainflow,Imperatorco, AutoStake  Slash Protected,StakeWithUs,Simply Staking,StakeLabzone,SpacePotato,Vitwit Previously Witval,SG1,Chorus One,Forbole,POSTHUMAN  StakeDrop,Ping,0basevc,Smart Stake , block pane ,WhisperNode ,a41,Stakyio,Kahuna,16psyche,Nocturnal Labs,decentralizehk  DHK dao,Kalia Network,ECO Stake ,NosNode,Citadelone,Informal Systems, LavenderFive Nodes ,Frens ,Cosmostation,Kleomedes,OmniFlix Network,GATA HUB,hydrogen18,Coinage x DAIC,Stakecito,Meria,BronBro,Cypher Core,ChainLayer,Active Nodes,DACM,strangelove,ushakov,c29r3,Allnodes,PoS Node,Tedcryptoio   TedLotto,kooltek68,CroutonDigital,coaction,EZ Staking,Stakin,notional,WeStaking,SmartNodes  Slash Protected,Yurbason,Neta DAO,Chandra Station,Stake Frites  ,Decloud Nodes Lab,HashKey Cloud,chainvibes,Consensus One,Stakewollecom  Autocompound,Wetez,Architect Nodes,HEXXAGON,DECOMISSIONED AUDITone,Army IDs,Bit Cat,Easy 2 Stake,Nodeasycom,jetlife,Bliss Dynamics,Sikka,PLEASE REDELEGATECLOSED,SNZPool,Autonomy  Formerly PrithviDevs ,Baset,Huobi,ChainodeTech,kano,Cosmic Validator  Auto Compound,ValidatorNode,UNDELEGATE FROM HERE,stakezone,gunray,Bi23,Psycho Node,Bitoven,Komichaincom,BoxedCloudnet,MANTRA,eol,cosmosrescue,SkyNet  Validators,Cosmonaut Stakes AKT,Dwebnet,DLINODESCOM,GlacierLuo,Domination Finance,Arcturian Tech,Akash Af,ALTER  pathrocknetwork,decommissioned,BridgeTower,Dora Factory PGS,MedasDigital,STAKINOLD,Cloudmos,Former Moultrie Audits Inactive,MOVING TO NAKANODOXYZ,VaultStaking,TRGC By Liquify,astravoyage,Anonstake, polkachucom,kavalabs,AGE Network,acheron,Octopos,shepaintedfireacrossthesky,monolith,SHEA Staking,Dorminik,UNBONDING,Inactive pls undelegate,GreenStake One,inactive,Oni   Stake for BoostDrop ,Praetor App,0xDEADBEEF,w3coins,Vixello,Aurora Staking ,50 Validator  Airdrop,Passage,NoDumpNode,Jormungand  0y,INACTIVE Please Redelegate  Trivium  TriviumNetwork,StakeSeeker by BTCS,Crypto Lab Tech,europlots, CryptoCrew Validators,Quasarch,Ariel Akash Insider  Powered by NextNetWorks,Atomstaking,black lodge,SHUTTING DOWN,Crypto and Coffee,FoundryUSA,OGnome,Defi Dojo Validation,high_similarity_voters
82,ChainodeTech,20,6,0,3,0,29,29,50,25,21,0.8620689655172413,0.7241379310344828,0.58,5,0.24,0.26,0.4,0.32,0.36,0.16,0.2,0.32,0.08,0.36,0.3,0.3,0.1,0.46,0.16,0.02,0.3,0.0,0.0,0.14,0.26,0.36,0.34,0.34,0.44,0.26,0.34,0.24,0.42,0.14,0.44,0.26,0.3,0.28,0.04,0.14,0.38,0.36,0.0,0.28,0.32,0.44,0.28,0.26,0.02,0.38,0.32,0.34,0.28,0.16,0.06,0.02,0.22,0.3,0.14,0.36,0.02,0.0,0.36,0.2,0.4,0.3,0.04,0.44,0.0,0.42,0.1,0.02,0.0,0.04,0.46,0.14,0.4,0.24,0.08,0.46,0.0,0.12,0.02,0.3,0.0,0.08,1.0,0.0,0.48,0.44,0.04,0.12,0.0,0.36,0.1,0.32,0.44,0.04,0.0,0.06,0.14,0.04,0.28,0.0,0.02,0.02,0.02,0.12,0.16,0.16,0.0,0.24,0.22,0.0,0.1,0.42,0.02,0.1,0.08,0.14,0.02,0.42,0.46,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.1,0.02,0.02,0.22,0.4,0.0,0.26,0.14,0.24,0.3,0.0,0.3,0.3,0.0,0.0,0.14,0.34,0.0,0.32,0.06,0.32,0.02,0.0,0.2,0.18,0.02,0.04,[]
83,kano,1,0,0,0,9,1,10,50,1,6,0.1,0.6,0.02,5,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.18,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.18,0.02,0.0,1.0,0.0,0.02,0.0,0.02,0.1,0.04,0.12,0.04,0.08,0.16,0.18,0.12,0.18,0.1,0.16,0.18,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.1,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
84,Cosmic Validator  Auto Compound,33,4,0,12,0,49,49,50,36,29,0.7346938775510204,0.5918367346938775,0.98,4,0.32,0.58,0.66,0.52,0.5,0.26,0.32,0.52,0.1,0.66,0.42,0.5,0.08,0.74,0.36,0.06,0.38,0.0,0.0,0.2,0.42,0.62,0.56,0.64,0.68,0.54,0.58,0.38,0.5,0.2,0.76,0.44,0.46,0.4,0.0,0.2,0.5,0.54,0.0,0.42,0.62,0.68,0.38,0.38,0.06,0.52,0.48,0.62,0.44,0.26,0.14,0.02,0.36,0.54,0.28,0.54,0.02,0.0,0.56,0.24,0.58,0.54,0.04,0.7,0.0,0.6,0.18,0.06,0.0,0.04,0.74,0.16,0.44,0.36,0.16,0.52,0.0,0.1,0.02,0.42,0.0,0.06,0.48,0.0,1.0,0.68,0.04,0.16,0.0,0.48,0.08,0.56,0.58,0.08,0.0,0.06,0.18,0.06,0.4,0.02,0.02,0.02,0.02,0.2,0.16,0.18,0.0,0.42,0.28,0.0,0.12,0.6,0.02,0.1,0.08,0.22,0.02,0.54,0.66,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.2,0.02,0.02,0.28,0.56,0.0,0.58,0.18,0.34,0.52,0.02,0.56,0.34,0.02,0.12,0.22,0.5,0.02,0.46,0.04,0.48,0.04,0.0,0.24,0.26,0.02,0.12,"[' AutoStake  Slash Protected', 'Chorus One', '0basevc', 'Nocturnal Labs', 'Kalia Network', 'ECO Stake ', 'Cosmostation', 'ChainLayer', 'Active Nodes', 'PoS Node', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'ValidatorNode', 'Cloudmos', ' polkachucom']"
85,ValidatorNode,43,3,0,1,0,47,47,50,45,37,0.9574468085106383,0.7872340425531915,0.94,4,0.38,0.48,0.7,0.54,0.58,0.34,0.32,0.56,0.14,0.8,0.52,0.58,0.12,0.88,0.26,0.12,0.44,0.0,0.02,0.2,0.56,0.66,0.6,0.74,0.84,0.58,0.5,0.48,0.6,0.24,0.82,0.36,0.5,0.36,0.06,0.24,0.66,0.62,0.0,0.6,0.56,0.78,0.5,0.38,0.08,0.62,0.54,0.72,0.56,0.36,0.16,0.02,0.28,0.58,0.36,0.7,0.02,0.0,0.74,0.28,0.72,0.64,0.06,0.8,0.04,0.78,0.22,0.04,0.0,0.06,0.86,0.26,0.48,0.52,0.2,0.62,0.04,0.1,0.04,0.5,0.02,0.12,0.44,0.02,0.68,1.0,0.02,0.16,0.02,0.58,0.12,0.62,0.74,0.16,0.0,0.06,0.22,0.1,0.4,0.02,0.02,0.02,0.02,0.22,0.22,0.26,0.0,0.52,0.32,0.0,0.12,0.72,0.02,0.1,0.12,0.34,0.02,0.68,0.82,0.14,0.1,0.02,0.02,0.0,0.02,0.02,0.28,0.02,0.28,0.02,0.02,0.32,0.68,0.0,0.5,0.2,0.4,0.56,0.02,0.64,0.48,0.0,0.14,0.3,0.6,0.0,0.56,0.1,0.58,0.06,0.0,0.26,0.32,0.02,0.14,"[' AutoStake  Slash Protected', 'Chorus One', '0basevc', 'Nocturnal Labs', 'decentralizehk  DHK dao', 'Kalia Network', 'ECO Stake ', ' LavenderFive Nodes ', 'Cosmostation', 'Stakecito', 'Meria', 'Cypher Core', 'Active Nodes', 'c29r3', 'PoS Node', 'WeStaking', 'Neta DAO', 'Stake Frites  ', 'Decloud Nodes Lab', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'Bliss Dynamics', 'Cosmic Validator  Auto Compound', 'Bitoven', 'Komichaincom', 'Cloudmos', 'Anonstake', ' polkachucom', 'Praetor App', 'NoDumpNode', 'europlots']"
86,UNDELEGATE FROM HERE,1,2,0,0,0,3,3,50,1,2,0.3333333333333333,0.6666666666666666,0.06,2,0.02,0.0,0.02,0.0,0.02,0.02,0.06,0.04,0.0,0.0,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.04,0.0,0.04,0.02,0.06,0.0,0.02,0.04,0.0,0.04,0.02,1.0,0.02,0.0,0.02,0.06,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
87,stakezone,9,0,0,0,0,9,9,50,9,6,1.0,0.6666666666666666,0.18,5,0.04,0.08,0.14,0.06,0.08,0.1,0.1,0.04,0.04,0.1,0.1,0.02,0.0,0.18,0.04,0.0,0.02,0.0,0.02,0.0,0.08,0.02,0.08,0.06,0.14,0.08,0.12,0.0,0.08,0.0,0.12,0.02,0.1,0.02,0.02,0.0,0.02,0.02,0.0,0.06,0.12,0.1,0.12,0.02,0.04,0.04,0.02,0.04,0.02,0.06,0.0,0.0,0.06,0.1,0.12,0.16,0.02,0.0,0.06,0.06,0.12,0.04,0.06,0.12,0.0,0.08,0.06,0.0,0.0,0.06,0.18,0.08,0.06,0.04,0.12,0.1,0.02,0.08,0.04,0.12,0.02,0.06,0.12,0.02,0.16,0.16,0.02,1.0,0.02,0.18,0.02,0.14,0.16,0.02,0.0,0.06,0.0,0.06,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.12,0.1,0.02,0.1,0.08,0.06,0.02,0.06,0.12,0.02,0.04,0.02,0.02,0.0,0.02,0.02,0.04,0.02,0.08,0.02,0.02,0.02,0.1,0.0,0.02,0.04,0.0,0.02,0.0,0.04,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,[]
88,gunray,1,0,0,0,4,1,5,50,1,4,0.2,0.8,0.02,5,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.08,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.1,0.02,0.0,0.1,0.0,0.02,0.0,0.02,1.0,0.04,0.04,0.04,0.06,0.06,0.08,0.06,0.08,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.08,0.08,0.08,0.04,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
89,Bi23,30,1,0,2,17,33,50,50,31,25,0.62,0.5,0.66,4,0.24,0.34,0.46,0.32,0.38,0.28,0.2,0.32,0.08,0.52,0.4,0.38,0.08,0.62,0.16,0.08,0.26,0.3,0.02,0.08,0.38,0.42,0.38,0.46,0.58,0.36,0.3,0.28,0.4,0.14,0.52,0.2,0.3,0.24,0.06,0.16,0.38,0.42,0.02,0.38,0.42,0.54,0.34,0.24,0.1,0.54,0.32,0.42,0.28,0.2,0.1,0.02,0.16,0.48,0.3,0.5,0.02,0.34,0.48,0.22,0.48,0.4,0.16,0.52,0.02,0.52,0.22,0.04,0.02,0.06,0.58,0.2,0.26,0.32,0.16,0.4,0.04,0.08,0.12,0.36,0.04,0.1,0.36,0.04,0.48,0.58,0.02,0.18,0.04,1.0,0.36,0.42,0.62,0.3,0.34,0.4,0.42,0.36,0.3,0.32,0.34,0.32,0.32,0.22,0.2,0.22,0.04,0.38,0.2,0.02,0.14,0.42,0.02,0.1,0.1,0.26,0.02,0.42,0.56,0.1,0.06,0.02,0.02,0.0,0.02,0.02,0.22,0.02,0.26,0.02,0.02,0.18,0.46,0.0,0.3,0.14,0.22,0.3,0.0,0.38,0.36,0.0,0.08,0.16,0.36,0.0,0.34,0.06,0.34,0.02,0.0,0.16,0.2,0.02,0.08,"['0basevc', 'Komichaincom']"
90,Psycho Node,5,4,0,0,41,9,50,50,7,15,0.14,0.3,0.18,4,0.02,0.08,0.14,0.08,0.14,0.06,0.12,0.12,0.04,0.08,0.16,0.02,0.02,0.12,0.04,0.06,0.0,0.62,0.0,0.0,0.08,0.06,0.06,0.1,0.12,0.08,0.08,0.08,0.1,0.0,0.1,0.02,0.12,0.0,0.04,0.14,0.12,0.06,0.06,0.1,0.1,0.14,0.08,0.02,0.06,0.2,0.06,0.06,0.0,0.04,0.0,0.02,0.02,0.1,0.08,0.06,0.02,0.82,0.1,0.14,0.1,0.06,0.28,0.18,0.0,0.14,0.04,0.0,0.08,0.0,0.1,0.06,0.08,0.1,0.08,0.16,0.08,0.06,0.24,0.16,0.1,0.06,0.1,0.12,0.08,0.12,0.06,0.02,0.04,0.36,1.0,0.12,0.34,0.78,0.82,0.76,0.58,0.76,0.18,0.8,0.78,0.68,0.68,0.3,0.2,0.26,0.16,0.16,0.08,0.06,0.04,0.12,0.02,0.02,0.08,0.14,0.02,0.06,0.14,0.02,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.02,0.08,0.0,0.02,0.0,0.02,0.08,0.02,0.08,0.12,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,"['a41', 'Yurbason', 'BoxedCloudnet', 'MANTRA', 'eol', 'SkyNet  Validators', 'Dwebnet', 'DLINODESCOM', 'GlacierLuo', 'Domination Finance']"
91,Bitoven,30,2,0,14,1,46,47,50,31,25,0.6595744680851063,0.5319148936170213,0.92,4,0.24,0.56,0.64,0.44,0.46,0.28,0.26,0.36,0.1,0.56,0.4,0.38,0.06,0.6,0.44,0.1,0.2,0.02,0.02,0.12,0.36,0.46,0.42,0.52,0.56,0.54,0.48,0.42,0.42,0.12,0.58,0.38,0.46,0.2,0.04,0.14,0.4,0.48,0.0,0.36,0.46,0.56,0.3,0.24,0.1,0.38,0.36,0.42,0.32,0.2,0.06,0.02,0.22,0.58,0.36,0.5,0.02,0.02,0.48,0.2,0.44,0.44,0.08,0.52,0.02,0.52,0.22,0.04,0.0,0.06,0.58,0.22,0.34,0.36,0.18,0.46,0.04,0.08,0.06,0.32,0.04,0.1,0.32,0.04,0.56,0.62,0.02,0.14,0.04,0.42,0.12,1.0,0.5,0.12,0.02,0.08,0.14,0.1,0.36,0.04,0.04,0.04,0.04,0.14,0.12,0.16,0.02,0.42,0.22,0.02,0.12,0.5,0.02,0.1,0.1,0.28,0.02,0.46,0.56,0.1,0.06,0.02,0.02,0.0,0.02,0.02,0.08,0.02,0.24,0.02,0.02,0.18,0.48,0.0,0.4,0.1,0.18,0.42,0.04,0.44,0.26,0.02,0.16,0.16,0.36,0.04,0.38,0.04,0.32,0.08,0.02,0.1,0.12,0.0,0.04,"[' AutoStake  Slash Protected', '0basevc', 'ValidatorNode']"
92,Komichaincom,35,5,0,0,10,40,50,50,40,36,0.8,0.72,0.8,4,0.34,0.42,0.6,0.48,0.52,0.28,0.28,0.46,0.12,0.66,0.46,0.48,0.1,0.78,0.18,0.12,0.36,0.2,0.02,0.18,0.48,0.58,0.48,0.62,0.74,0.42,0.48,0.42,0.58,0.18,0.68,0.26,0.44,0.34,0.08,0.28,0.58,0.52,0.04,0.54,0.48,0.68,0.42,0.28,0.12,0.6,0.44,0.56,0.42,0.3,0.12,0.02,0.28,0.54,0.34,0.54,0.02,0.2,0.62,0.32,0.62,0.52,0.14,0.74,0.02,0.66,0.22,0.04,0.04,0.06,0.76,0.24,0.4,0.4,0.18,0.58,0.08,0.1,0.12,0.44,0.06,0.12,0.44,0.08,0.58,0.74,0.02,0.16,0.06,0.62,0.34,0.5,1.0,0.28,0.2,0.26,0.3,0.26,0.36,0.22,0.22,0.22,0.22,0.28,0.24,0.28,0.08,0.48,0.32,0.04,0.14,0.64,0.02,0.1,0.14,0.36,0.02,0.56,0.72,0.16,0.12,0.02,0.02,0.0,0.02,0.02,0.24,0.02,0.28,0.02,0.02,0.28,0.58,0.0,0.4,0.18,0.32,0.48,0.02,0.54,0.46,0.0,0.1,0.22,0.48,0.0,0.48,0.12,0.48,0.04,0.0,0.24,0.28,0.02,0.1,"[' AutoStake  Slash Protected', 'Chorus One', '0basevc', 'Kalia Network', 'ECO Stake ', 'Cosmostation', 'Active Nodes', 'c29r3', 'Neta DAO', 'Stake Frites  ', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'ValidatorNode', 'Bi23', 'Cloudmos', ' polkachucom']"
93,BoxedCloudnet,7,1,0,0,42,8,50,50,8,16,0.16,0.32,0.16,4,0.08,0.08,0.14,0.1,0.1,0.06,0.12,0.1,0.06,0.12,0.1,0.08,0.02,0.14,0.06,0.04,0.0,0.64,0.0,0.0,0.12,0.1,0.06,0.16,0.14,0.14,0.1,0.1,0.1,0.0,0.12,0.08,0.1,0.04,0.02,0.2,0.14,0.1,0.06,0.1,0.12,0.12,0.12,0.0,0.04,0.26,0.1,0.12,0.08,0.14,0.0,0.02,0.0,0.1,0.1,0.12,0.0,0.84,0.12,0.06,0.14,0.12,0.3,0.2,0.0,0.14,0.06,0.0,0.08,0.0,0.14,0.08,0.04,0.04,0.04,0.1,0.12,0.02,0.24,0.1,0.14,0.04,0.04,0.16,0.08,0.16,0.0,0.02,0.06,0.3,0.78,0.12,0.28,1.0,0.84,0.76,0.6,0.82,0.36,0.82,0.78,0.68,0.66,0.36,0.28,0.32,0.22,0.24,0.22,0.08,0.0,0.1,0.0,0.0,0.04,0.12,0.0,0.12,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.12,0.0,0.1,0.0,0.0,0.12,0.02,0.14,0.08,0.0,0.1,0.04,0.08,0.0,0.06,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.0,"['a41', 'Yurbason', 'Psycho Node', 'MANTRA', 'eol', 'cosmosrescue', 'SkyNet  Validators', 'Dwebnet', 'DLINODESCOM', 'GlacierLuo', 'Domination Finance']"
94,MANTRA,0,0,0,0,50,0,50,50,0,12,0.0,0.24,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.28,0.0,0.16,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.34,0.82,0.02,0.2,0.84,1.0,0.92,0.76,0.86,0.36,0.98,0.94,0.84,0.82,0.42,0.32,0.3,0.24,0.12,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['a41', 'Yurbason', 'Psycho Node', 'BoxedCloudnet', 'eol', 'cosmosrescue', 'SkyNet  Validators', 'Dwebnet', 'DLINODESCOM', 'GlacierLuo', 'Domination Finance']"
95,eol,3,0,0,1,46,4,50,50,3,12,0.06,0.24,0.08,4,0.0,0.06,0.08,0.04,0.06,0.06,0.06,0.0,0.02,0.04,0.08,0.0,0.0,0.06,0.04,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.02,0.06,0.0,0.02,0.0,0.08,0.0,0.06,0.0,0.0,0.16,0.0,0.0,0.06,0.0,0.06,0.04,0.04,0.0,0.04,0.2,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.04,0.06,0.06,0.0,0.92,0.0,0.06,0.04,0.0,0.26,0.04,0.0,0.06,0.04,0.0,0.08,0.04,0.06,0.04,0.06,0.0,0.04,0.04,0.1,0.04,0.2,0.04,0.1,0.02,0.06,0.12,0.06,0.06,0.0,0.06,0.06,0.4,0.76,0.08,0.26,0.76,0.92,1.0,0.68,0.88,0.28,0.9,0.9,0.8,0.74,0.34,0.24,0.22,0.16,0.1,0.12,0.08,0.06,0.04,0.04,0.06,0.02,0.04,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.02,0.02,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['a41', 'Yurbason', 'Psycho Node', 'BoxedCloudnet', 'MANTRA', 'cosmosrescue', 'SkyNet  Validators', 'Dwebnet', 'DLINODESCOM', 'GlacierLuo', 'Domination Finance']"
96,cosmosrescue,10,1,0,1,38,12,50,50,11,23,0.22,0.46,0.24,4,0.06,0.02,0.1,0.1,0.08,0.0,0.06,0.2,0.0,0.22,0.06,0.2,0.04,0.22,0.1,0.0,0.22,0.6,0.0,0.12,0.18,0.2,0.18,0.2,0.22,0.1,0.08,0.1,0.14,0.22,0.22,0.1,0.08,0.18,0.0,0.38,0.22,0.2,0.0,0.12,0.14,0.22,0.12,0.22,0.06,0.48,0.2,0.22,0.22,0.0,0.14,0.0,0.1,0.08,0.0,0.18,0.0,0.76,0.22,0.02,0.18,0.16,0.3,0.24,0.0,0.22,0.0,0.04,0.0,0.0,0.22,0.0,0.16,0.14,0.0,0.12,0.14,0.0,0.24,0.12,0.16,0.0,0.14,0.18,0.18,0.22,0.0,0.0,0.08,0.42,0.58,0.14,0.3,0.6,0.76,0.68,1.0,0.62,0.42,0.74,0.7,0.62,0.62,0.62,0.42,0.34,0.24,0.18,0.18,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.22,0.2,0.0,0.16,0.02,0.18,0.2,0.0,0.16,0.18,0.0,0.0,0.1,0.22,0.02,0.18,0.02,0.2,0.0,0.0,0.16,0.16,0.02,0.12,"['a41', 'Yurbason', 'BoxedCloudnet', 'MANTRA', 'eol', 'SkyNet  Validators', 'Dwebnet', 'DLINODESCOM', 'GlacierLuo', 'Domination Finance', 'Arcturian Tech']"
97,SkyNet  Validators,5,0,0,2,43,7,50,50,5,14,0.1,0.28,0.14,4,0.04,0.1,0.12,0.1,0.08,0.06,0.12,0.04,0.02,0.06,0.08,0.02,0.02,0.1,0.1,0.02,0.0,0.64,0.0,0.0,0.06,0.02,0.02,0.06,0.1,0.1,0.06,0.04,0.06,0.0,0.12,0.02,0.06,0.0,0.0,0.14,0.04,0.02,0.06,0.06,0.12,0.08,0.06,0.0,0.06,0.18,0.04,0.06,0.02,0.08,0.0,0.0,0.06,0.06,0.08,0.08,0.02,0.86,0.06,0.04,0.08,0.06,0.26,0.16,0.0,0.1,0.04,0.0,0.08,0.02,0.08,0.08,0.04,0.04,0.08,0.08,0.08,0.06,0.2,0.08,0.08,0.04,0.04,0.1,0.06,0.1,0.02,0.06,0.04,0.36,0.76,0.1,0.26,0.82,0.86,0.88,0.62,1.0,0.26,0.84,0.8,0.7,0.72,0.3,0.2,0.22,0.14,0.1,0.12,0.06,0.04,0.08,0.06,0.04,0.06,0.08,0.02,0.06,0.1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.1,0.0,0.02,0.0,0.0,0.04,0.02,0.06,0.04,0.0,0.04,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,"['a41', 'Yurbason', 'Psycho Node', 'BoxedCloudnet', 'MANTRA', 'eol', 'cosmosrescue', 'Dwebnet', 'DLINODESCOM', 'GlacierLuo', 'Domination Finance']"
98,Cosmonaut Stakes AKT,19,3,0,2,18,24,42,50,22,28,0.5238095238095238,0.6666666666666666,0.48,4,0.28,0.3,0.38,0.38,0.34,0.12,0.1,0.3,0.04,0.38,0.24,0.36,0.08,0.42,0.12,0.02,0.26,0.34,0.0,0.12,0.28,0.42,0.32,0.44,0.4,0.34,0.3,0.32,0.4,0.06,0.4,0.3,0.24,0.3,0.0,0.28,0.4,0.42,0.0,0.32,0.28,0.42,0.18,0.2,0.06,0.58,0.34,0.38,0.34,0.26,0.0,0.0,0.22,0.34,0.16,0.32,0.0,0.36,0.4,0.08,0.36,0.36,0.24,0.42,0.0,0.4,0.1,0.0,0.0,0.0,0.4,0.14,0.28,0.22,0.0,0.38,0.14,0.0,0.18,0.2,0.16,0.0,0.28,0.16,0.4,0.4,0.0,0.02,0.08,0.3,0.18,0.36,0.36,0.36,0.36,0.28,0.42,0.26,1.0,0.38,0.34,0.34,0.34,0.36,0.36,0.36,0.2,0.44,0.5,0.1,0.0,0.38,0.0,0.0,0.0,0.12,0.0,0.44,0.42,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.08,0.0,0.0,0.22,0.36,0.0,0.4,0.14,0.24,0.3,0.0,0.38,0.18,0.0,0.06,0.18,0.4,0.0,0.36,0.06,0.4,0.08,0.0,0.14,0.14,0.0,0.0,[]
