,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Imperatorco,SpacePotato,01node,Bi23 Labs,kytzu,Ping,openbitlab,stakefish,Citadelone,KingSuper,Cosmostation,BlockHunters ,Meria,Cypher Core,node101,test,Stakeflow,PoS Node,kooltek68,EZ Staking,Stakin,syncnode,stakesystems,Wetez,SpaceStake,DO NOT DELEGATE,Bit Cat,Easy 2 Stake,jetlife,w3coins,Atomic power node,HLT,Certus One,HighStakesch  Stake for Airdrop,DokiaCapital,Moonstake,Cosmos Spaces,InfStones,Staked,REDELEGATEPLEASE,Stake5 Labs,NodeRunner,wukong,HashFuture,Chaintor,david,minminnet,BrightRoad,Wendy,Perseverance Staking,Winter Validator,DFM,Stakewollecom  100 insurance,BlueBlock,Sven,TienMaHoa,bajiute,INKER,Tower,Blockval  0 fees  Restake,Unicorn,NEOPLY,ZRL,BlueNode,Monterey,Koinsortium,Light,IRISNETVALIDATOr,im,PLEASE REDELEGATE  Stakelyio,Made In Block,Allnodes  0 fee,Crypto Lion ,ETS20,itokenpool,flyfly,Trivium  TriviumNetwork,Temperstake,StakeLab,InChainWorks,Anchor Staking,Coinstaking,Interstake One prev BTCSecure,DCC Capital,Nodeasy,DUALsystems,tiantian,Decommissioned unbond or redelegate,dolphintwo,Crazybee,BTC,SKY,MrZhang,QOSGroup,PXN,FreshIriser,SuperColle,umbrella,Heimdallr,Tanya,IRIRNO1,Stakernode,blockpool,Heaven,BigWave,Ant,AIG,BRUCE,Meganode,Masternode24de,KonsorTech,Anna,VITALITY,HongkongNode,Cestbon,Boy,Any Labs,Lavenderfive Staking,Leo,Terrarium ,KJINCio,high_similarity_voters
28,jetlife,0,0,0,0,9,0,9,17,8,8,0.8888888888888888,0.8888888888888888,0.0,4,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.5294117647058824,0.0,0.4117647058823529,0.5294117647058824,0.0,0.4117647058823529,0.29411764705882354,0.0,0.35294117647058826,0.47058823529411764,0.5294117647058824,0.0,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.29411764705882354,0.0,1.0,0.23529411764705882,0.0,0.29411764705882354,0.0,0.0,0.35294117647058826,0.47058823529411764,0.5294117647058824,0.23529411764705882,0.5294117647058824,0.0,0.23529411764705882,0.35294117647058826,0.0,0.0,0.29411764705882354,0.4117647058823529,0.0,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.47058823529411764,0.058823529411764705,0.35294117647058826,0.4117647058823529,0.5294117647058824,0.47058823529411764,0.47058823529411764,0.29411764705882354,0.4117647058823529,0.47058823529411764,0.5294117647058824,0.35294117647058826,0.5294117647058824,0.4117647058823529,0.23529411764705882,0.4117647058823529,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0,0.0,0.4117647058823529,0.35294117647058826,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
29,w3coins,6,2,4,0,4,12,16,17,7,7,0.4375,0.4375,0.7058823529411765,4,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.17647058823529413,0.29411764705882354,0.23529411764705882,0.0,0.5294117647058824,0.23529411764705882,0.35294117647058826,0.23529411764705882,0.6470588235294118,0.17647058823529413,0.5294117647058824,0.23529411764705882,0.4117647058823529,0.47058823529411764,0.29411764705882354,0.29411764705882354,0.11764705882352941,0.0,0.35294117647058826,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.29411764705882354,0.0,0.23529411764705882,1.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.35294117647058826,0.29411764705882354,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.29411764705882354,0.35294117647058826,0.23529411764705882,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.47058823529411764,0.11764705882352941,0.4117647058823529,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.29411764705882354,0.4117647058823529,0.23529411764705882,0.4117647058823529,0.23529411764705882,0.29411764705882354,0.29411764705882354,0.35294117647058826,0.0,0.058823529411764705,0.35294117647058826,0.35294117647058826,0.23529411764705882,0.35294117647058826,0.23529411764705882,0.17647058823529413,0.0,0.0,0.0,0.0,0.11764705882352941,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.17647058823529413,0.0,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0,0.0,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.35294117647058826,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.058823529411764705,['Meria']
30,Atomic power node,2,0,1,1,0,4,4,17,0,1,0.0,0.25,0.23529411764705882,7,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0,0.0,0.11764705882352941,0.058823529411764705,0.0,0.11764705882352941,0.0,0.17647058823529413,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,1.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.11764705882352941,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
31,HLT,1,1,1,0,5,3,8,17,4,5,0.5,0.625,0.17647058823529413,7,0.058823529411764705,0.0,0.0,0.35294117647058826,0.0,0.058823529411764705,0.29411764705882354,0.0,0.23529411764705882,0.29411764705882354,0.11764705882352941,0.29411764705882354,0.11764705882352941,0.0,0.17647058823529413,0.23529411764705882,0.29411764705882354,0.058823529411764705,0.0,0.29411764705882354,0.11764705882352941,0.0,0.0,0.0,0.0,0.35294117647058826,0.29411764705882354,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.058823529411764705,1.0,0.0,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.29411764705882354,0.17647058823529413,0.29411764705882354,0.058823529411764705,0.23529411764705882,0.35294117647058826,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.4117647058823529,0.11764705882352941,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.29411764705882354,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.29411764705882354,0.17647058823529413,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.29411764705882354,0.23529411764705882,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
32,Certus One,1,0,0,0,0,1,1,17,1,1,1.0,1.0,0.058823529411764705,7,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,1.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,[]
33,HighStakesch  Stake for Airdrop,0,0,8,7,0,15,15,17,3,12,0.2,0.8,0.8823529411764706,0,0.8235294117647058,0.11764705882352941,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,0.5882352941176471,0.17647058823529413,0.29411764705882354,0.11764705882352941,0.35294117647058826,0.058823529411764705,0.11764705882352941,0.6470588235294118,0.0,0.11764705882352941,0.7647058823529411,0.0,0.35294117647058826,0.0,0.17647058823529413,0.0,0.0,0.29411764705882354,0.0,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.0,1.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.23529411764705882,0.29411764705882354,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.47058823529411764,0.29411764705882354,0.0,0.0,0.0,0.17647058823529413,0.5294117647058824,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.35294117647058826,0.29411764705882354,0.23529411764705882,0.5294117647058824,0.058823529411764705,0.0,0.058823529411764705,0.29411764705882354,0.17647058823529413,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.058823529411764705,0.0,0.0,0.0,0.29411764705882354,0.0,0.23529411764705882,0.058823529411764705,0.0,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.0,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0,"['Imperatorco', 'PoS Node', 'Stakin']"
34,DokiaCapital,2,4,1,4,6,11,17,17,8,9,0.47058823529411764,0.5294117647058824,0.6470588235294118,4,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.0,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.29411764705882354,0.29411764705882354,0.17647058823529413,0.35294117647058826,0.35294117647058826,0.5294117647058824,0.17647058823529413,0.11764705882352941,0.35294117647058826,0.23529411764705882,0.0,0.058823529411764705,0.0,0.058823529411764705,0.29411764705882354,0.17647058823529413,0.0,0.35294117647058826,0.23529411764705882,0.0,0.23529411764705882,0.058823529411764705,0.23529411764705882,1.0,0.35294117647058826,0.35294117647058826,0.11764705882352941,0.35294117647058826,0.0,0.11764705882352941,0.4117647058823529,0.17647058823529413,0.29411764705882354,0.47058823529411764,0.5882352941176471,0.29411764705882354,0.5294117647058824,0.4117647058823529,0.35294117647058826,0.29411764705882354,0.5882352941176471,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.5882352941176471,0.5882352941176471,0.35294117647058826,0.5294117647058824,0.35294117647058826,0.35294117647058826,0.5294117647058824,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.29411764705882354,0.47058823529411764,0.35294117647058826,0.47058823529411764,0.058823529411764705,0.0,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.29411764705882354,0.17647058823529413,0.0,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.23529411764705882,0.0,0.17647058823529413,0.23529411764705882,0.11764705882352941,0.0,0.11764705882352941,0.17647058823529413,0.35294117647058826,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0,0.17647058823529413,0.23529411764705882,0.35294117647058826,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.058823529411764705,[]
35,Moonstake,2,3,0,0,12,5,17,17,8,8,0.47058823529411764,0.47058823529411764,0.29411764705882354,4,0.0,0.11764705882352941,0.058823529411764705,0.6470588235294118,0.058823529411764705,0.11764705882352941,0.7058823529411765,0.0,0.47058823529411764,0.47058823529411764,0.058823529411764705,0.4117647058823529,0.35294117647058826,0.11764705882352941,0.4117647058823529,0.6470588235294118,0.5882352941176471,0.11764705882352941,0.11764705882352941,0.4117647058823529,0.0,0.0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.6470588235294118,0.35294117647058826,0.0,0.47058823529411764,0.35294117647058826,0.0,0.29411764705882354,0.0,0.0,0.35294117647058826,1.0,0.5294117647058824,0.23529411764705882,0.5882352941176471,0.058823529411764705,0.29411764705882354,0.35294117647058826,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.47058823529411764,0.6470588235294118,0.7647058823529411,0.7647058823529411,0.5294117647058824,0.11764705882352941,0.47058823529411764,0.5294117647058824,0.5882352941176471,0.47058823529411764,0.6470588235294118,0.35294117647058826,0.4117647058823529,0.5882352941176471,0.5294117647058824,0.4117647058823529,0.5294117647058824,0.4117647058823529,0.29411764705882354,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.0,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.4117647058823529,0.35294117647058826,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.0,0.17647058823529413,0.11764705882352941,0.0,0.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,"['Bi23 Labs', 'openbitlab', 'test', 'DO NOT DELEGATE', 'Wendy', 'Perseverance Staking', 'Winter Validator', 'INKER']"
36,Cosmos Spaces,1,0,0,0,10,1,11,17,8,9,0.7272727272727273,0.8181818181818182,0.058823529411764705,7,0.0,0.0,0.0,0.5294117647058824,0.0,0.0,0.5882352941176471,0.0,0.4117647058823529,0.5294117647058824,0.0,0.47058823529411764,0.29411764705882354,0.0,0.35294117647058826,0.5294117647058824,0.5294117647058824,0.0,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.29411764705882354,0.0,0.5294117647058824,0.29411764705882354,0.0,0.29411764705882354,0.0,0.0,0.35294117647058826,0.5294117647058824,1.0,0.23529411764705882,0.5882352941176471,0.0,0.23529411764705882,0.35294117647058826,0.0,0.0,0.29411764705882354,0.4117647058823529,0.0,0.5294117647058824,0.5882352941176471,0.5882352941176471,0.5294117647058824,0.47058823529411764,0.058823529411764705,0.4117647058823529,0.47058823529411764,0.5294117647058824,0.47058823529411764,0.5294117647058824,0.29411764705882354,0.4117647058823529,0.5294117647058824,0.5294117647058824,0.35294117647058826,0.5882352941176471,0.4117647058823529,0.23529411764705882,0.4117647058823529,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0,0.0,0.4117647058823529,0.35294117647058826,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
37,InfStones,0,0,0,0,4,0,4,17,4,0,1.0,0.0,0.0,6,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.23529411764705882,0.0,0.17647058823529413,0.23529411764705882,0.0,0.17647058823529413,0.11764705882352941,0.0,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.23529411764705882,0.0,0.23529411764705882,0.11764705882352941,0.0,0.17647058823529413,0.0,0.0,0.11764705882352941,0.23529411764705882,0.23529411764705882,1.0,0.23529411764705882,0.0,0.23529411764705882,0.23529411764705882,0.0,0.0,0.23529411764705882,0.23529411764705882,0.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.0,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.0,0.0,0.0,0.0,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
38,Staked,0,0,0,0,15,0,15,17,8,1,0.5333333333333333,0.06666666666666667,0.0,0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.8823529411764706,0.0,0.4117647058823529,0.5294117647058824,0.0,0.6470588235294118,0.29411764705882354,0.0,0.35294117647058826,0.7647058823529411,0.6470588235294118,0.0,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.29411764705882354,0.0,0.5294117647058824,0.23529411764705882,0.0,0.29411764705882354,0.0,0.0,0.35294117647058826,0.5882352941176471,0.5882352941176471,0.23529411764705882,1.0,0.0,0.23529411764705882,0.35294117647058826,0.0,0.0,0.29411764705882354,0.4117647058823529,0.0,0.5294117647058824,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.47058823529411764,0.058823529411764705,0.7058823529411765,0.6470588235294118,0.5294117647058824,0.47058823529411764,0.8235294117647058,0.29411764705882354,0.5294117647058824,0.7647058823529411,0.7058823529411765,0.4117647058823529,0.6470588235294118,0.4117647058823529,0.23529411764705882,0.4117647058823529,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0,0.0,0.4117647058823529,0.35294117647058826,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Bi23 Labs', 'openbitlab', 'BlockHunters ', 'test', 'Stakeflow', 'DO NOT DELEGATE', 'Wendy', 'Perseverance Staking', 'Winter Validator', 'BlueBlock', 'Sven', 'INKER', 'Unicorn', 'NEOPLY', 'BlueNode']"
39,REDELEGATEPLEASE,1,1,2,0,0,4,4,17,0,4,0.0,1.0,0.23529411764705882,5,0.11764705882352941,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.17647058823529413,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.0,1.0,0.058823529411764705,0.0,0.0,0.17647058823529413,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
40,Stake5 Labs,3,0,0,0,4,3,7,17,4,4,0.5714285714285714,0.5714285714285714,0.17647058823529413,4,0.0,0.0,0.0,0.29411764705882354,0.0,0.17647058823529413,0.23529411764705882,0.0,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.0,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.29411764705882354,0.4117647058823529,0.0,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.0,0.0,0.11764705882352941,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.058823529411764705,1.0,0.29411764705882354,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.29411764705882354,0.17647058823529413,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.29411764705882354,0.29411764705882354,0.0,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.29411764705882354,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.0,0.0,0.0,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.11764705882352941,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,[]
41,NodeRunner,2,4,1,4,6,11,17,17,8,12,0.47058823529411764,0.7058823529411765,0.6470588235294118,4,0.29411764705882354,0.4117647058823529,0.058823529411764705,0.4117647058823529,0.0,0.058823529411764705,0.35294117647058826,0.0,0.35294117647058826,0.35294117647058826,0.17647058823529413,0.23529411764705882,0.35294117647058826,0.058823529411764705,0.4117647058823529,0.35294117647058826,0.4117647058823529,0.11764705882352941,0.058823529411764705,0.35294117647058826,0.35294117647058826,0.0,0.058823529411764705,0.0,0.0,0.4117647058823529,0.35294117647058826,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.35294117647058826,0.0,0.23529411764705882,0.4117647058823529,0.35294117647058826,0.35294117647058826,0.23529411764705882,0.35294117647058826,0.0,0.29411764705882354,1.0,0.47058823529411764,0.17647058823529413,0.7058823529411765,0.7647058823529411,0.17647058823529413,0.6470588235294118,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.47058823529411764,0.17647058823529413,0.29411764705882354,0.4117647058823529,0.5294117647058824,0.5882352941176471,0.4117647058823529,0.5294117647058824,0.35294117647058826,0.29411764705882354,0.5294117647058824,0.47058823529411764,0.35294117647058826,0.47058823529411764,0.23529411764705882,0.6470588235294118,0.35294117647058826,0.5882352941176471,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.058823529411764705,0.35294117647058826,0.29411764705882354,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,0.35294117647058826,0.058823529411764705,0.29411764705882354,0.35294117647058826,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.17647058823529413,0.35294117647058826,0.0,0.17647058823529413,0.35294117647058826,0.4117647058823529,0.0,0.23529411764705882,0.4117647058823529,0.058823529411764705,0.29411764705882354,0.17647058823529413,0.0,0.0,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.0,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.0,0.0,"['Chaintor', 'david', 'BrightRoad', 'Light']"
